,pianist,track,duration,album,composition,setting,split
461,Abdullah Ibrahim,pijama/ibrahima-corridorsradiant-unaccompanied-xxxx-b0d5czls,77.76953125,Abdullah Ibrahim (Senzo),corridors radiant,solo,train
462,Brad Mehldau,pijama/mehldaub-lithiumlive-unaccompanied-xxxx-z0gbl95p,238.55729166666666,Brad Mehldau (Live in Marciac),lithium,solo,train
463,Brad Mehldau,pijama/mehldaub-onthestreetwhereyoulive-unaccompanied-xxxx-5aby8jzr,422.18359375,Brad Mehldau (10 Years Solo Live),on the street where you live,solo,train
464,Oscar Peterson,pijama/petersono-yesterdays-unaccompanied-xxxx-1pexm941,198.06770833333331,Oscar Peterson (1951),yesterdays,solo,train
465,Cedar Walton,pijama/waltonc-zingarocaminhoscruzadoslive-unaccompanied-xxxx-u34ivpjx,439.38932291666663,Cedar Walton (The Maybeck Recital Series Vol 25),zingaro,solo,train
466,Gene Harris,pijama/harrisg-elephantblossombluesliveat-unaccompanied-xxxx-lxc1v8py,288.19921875,Gene Harris (The Maybeck Recital Series Vol 23),elephant blossom blues,solo,train
467,Chick Corea,pijama/coreac-bagatelle4-unaccompanied-xxxx-9tm4ucsl,306.7421875,Chick Corea (Solo Piano   Portraits),bagatelle,solo,train
468,Abdullah Ibrahim,pijama/ibrahima-twospirituals-unaccompanied-xxxx-nuzpd1eg,397.01953125,Abdullah Ibrahim (Ode to Duke Ellington At Dukes Place),two spirituals,solo,train
469,Cedar Walton,pijama/waltonc-bluesformyself-unaccompanied-xxxx-xksybfl6,230.62760416666666,Cedar Walton (Blues For Myself Piano Solo),blues for myself,solo,train
470,Cedar Walton,pijama/waltonc-bremondsbluesliveatmaybeck-unaccompanied-xxxx-73x1vtck,261.4661458333333,Cedar Walton (The Maybeck Recital Series Vol 25),bremonds blues,solo,train
471,Abdullah Ibrahim,pijama/ibrahima-intheevening-unaccompanied-xxxx-gddwkqw8,188.5,Abdullah Ibrahim (Senzo),in the evening,solo,train
472,Thelonious Monk,pijama/monkt-askmenow-unaccompanied-xxxx-7mh1wybr,276.87890625,Thelonious Monk (Solo Monk),ask me now,solo,train
473,Chick Corea,pijama/coreac-portrait2krakow-unaccompanied-xxxx-gkzblaks,97.0390625,Chick Corea (Solo Piano   Portraits),portrait krakow,solo,train
474,Brad Mehldau,pijama/mehldaub-bittersweetsymphonywaterloosunset-unaccompanied-xxxx-htu1wae1,950.1953125,Brad Mehldau (10 Years Solo Live),bittersweet symphony waterloo sunset,solo,train
475,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-44nddfph,232.5,Keith Jarrett (Paris  London Testament),pt,solo,train
476,McCoy Tyner,pijama/tynerm-tivoli-unaccompanied-xxxx-zzs1xka8,275.359375,McCoy Tyner (Soliloquy),tivoli,solo,train
477,Brad Mehldau,pijama/mehldaub-gethappylive-unaccompanied-xxxx-5ymiirrg,750.3893229166666,Brad Mehldau (10 Years Solo Live),get happy,solo,train
478,Abdullah Ibrahim,pijama/ibrahima-kalaharipleiades-unaccompanied-xxxx-3tkpzq07,368.0390625,Abdullah Ibrahim (The Song Is My Story),kalahari pleiades,solo,train
479,Brad Mehldau,pijama/mehldaub-vii-unaccompanied-xxxx-080f3kwy,111.04036458333333,Brad Mehldau (Suite   April 2020),vii,solo,train
480,Cedar Walton,pijama/waltonc-youremyeverythingliveat-unaccompanied-xxxx-jmrkcfpg,236.84895833333331,Cedar Walton (The Maybeck Recital Series Vol 25),youre my everything,solo,train
481,Keith Jarrett,pijama/jarrettk-ritooria-unaccompanied-xxxx-z63haqac,348.8450520833333,Keith Jarrett (Facing You),ritooria,solo,train
482,Cedar Walton,pijama/waltonc-darnthatdreamliveat-unaccompanied-xxxx-9azkmzje,309.9895833333333,Cedar Walton (The Maybeck Recital Series Vol 25),darn that dream,solo,train
483,Chick Corea,pijama/coreac-pastimeparadise-unaccompanied-xxxx-b1r7ncjl,276.25,Chick Corea (Solo Piano   Portraits),pastime paradise,solo,train
484,Gene Harris,pijama/harrisg-angeleyesliveatmaybeck-unaccompanied-xxxx-u77ogeao,387.5,Gene Harris (The Maybeck Recital Series Vol 23),angel eyes,solo,train
485,John Hicks,pijama/hicksj-allofyouliveat-unaccompanied-xxxx-lw275dqy,297.20963541666663,John Hicks (The Maybeck Recital Series Vol 7),all of you,solo,train
486,Brad Mehldau,pijama/mehldaub-riverman-unaccompanied-xxxx-ci96loy4,503.0559895833333,Brad Mehldau (Live in Tokyo),river man,solo,train
487,Brad Mehldau,pijama/mehldaub-ii-unaccompanied-xxxx-2kpra4dz,134.70963541666666,Brad Mehldau (Suite   April 2020),ii,solo,train
488,Kenny Barron,pijama/barronk-calypso-unaccompanied-xxxx-7kiii8yr,241.15494791666666,Kenny Barron (At The Piano),calypso,solo,train
489,John Hicks,pijama/hicksj-remindsme-unaccompanied-xxxx-pdb6d43p,292.75,John Hicks (Hicks Time),reminds me,solo,train
490,Chick Corea,pijama/coreac-duskinsandilive-unaccompanied-xxxx-hrgc4h9b,342.5,Chick Corea (Solo Piano   Standards),dusk in sandi,solo,train
491,Teddy Wilson,pijama/wilsont-sunday-unaccompanied-xxxx-1gc4easf,141.57942708333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),sunday,solo,train
492,Chick Corea,pijama/coreac-childrenssong10-unaccompanied-xxxx-aa9tp8hq,256.02994791666663,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
493,John Hicks,pijama/hicksj-aftertherainliveat-unaccompanied-xxxx-ef5e7bc6,332.7890625,John Hicks (The Maybeck Recital Series Vol 7),after the rain,solo,train
494,Chick Corea,pijama/coreac-roundmidnightlive-unaccompanied-xxxx-rkbstdhy,448.81901041666663,Chick Corea (Solo Piano   Standards),round midnight,solo,train
495,Oscar Peterson,pijama/petersono-ivegotrhythm-unaccompanied-xxxx-bvp9i4cd,169.57942708333331,Oscar Peterson (1951),i got rhythm,solo,train
496,Abdullah Ibrahim,pijama/ibrahima-nisa-unaccompanied-xxxx-4c05d1ks,379.9895833333333,Abdullah Ibrahim (Senzo),nisa,solo,train
497,Abdullah Ibrahim,pijama/ibrahima-bluebolero-unaccompanied-xxxx-wggvfc0t,369.9895833333333,Abdullah Ibrahim (Senzo),blue bolero,solo,train
498,Thelonious Monk,pijama/monkt-dinahtake1-unaccompanied-xxxx-h4h77mbr,139.5859375,Thelonious Monk (Solo Monk),dinah,solo,train
499,Abdullah Ibrahim,pijama/ibrahima-bluebolerofirstreprise-unaccompanied-xxxx-jn62hyls,38.64973958333333,Abdullah Ibrahim (Solotude),blue bolero,solo,train
500,Chick Corea,pijama/coreac-childrenssong9-unaccompanied-xxxx-kxrc49sp,70.64713541666666,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
501,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-nhh934eo,208.55989583333331,Chick Corea (Plays),childrens song,solo,train
502,Thelonious Monk,jtd/monkt-lizaallthecloudsllroll-pettifordoblakeya-1956-97f12de7,58.959635416666664,Thelonious Monk (The Unique Thelonious Monk),liza,trio,train
503,Bill Evans,jtd/evansb-oneforhelen-gomezemorellm-1975-a8cedfa9,109.98958333333333,Bill Evans (Blue in Green The Concert in Canada),one for helen,trio,train
504,Bill Evans,jtd/evansb-stellabystarlight-gomezejoep-1966-0af298a5,29.989583333333332,Bill Evans (The Complete Bill Evans on Verve),stella by starlight,trio,train
505,Kenny Barron,jtd/barronk-onefingersnap-hadenchaynesr-1994-7173a1c0,269.9895833333333,Kenny Barron (Wanton Spirit),one finger snap,trio,train
506,Hank Jones,jtd/jonesh-interface-mrazgwashingtonk-1991-5076deb8,109.98958333333333,Hank Jones (Hank Jones Trio),interface,trio,train
507,Stanley Cowell,jtd/cowells-brilliantcircles-thomascthomasw-1993-f91f632d,162.5,Stanley Cowell (Live at Copenhagen Jazz House),brilliant circles,trio,train
508,Oscar Peterson,jtd/petersono-yousteppedoutofa-jonessdurhamb-1970-43e2fd27,89.98958333333333,Oscar Peterson (Tristeza on Piano),you stepped out of a dream,trio,train
509,Ahmad Jamal,jtd/jamala-oneformiles-nasserjlampkinc-1964-c68f6f7d,160.109375,Ahmad Jamal (Naked City Theme),one for miles,trio,train
510,Bill Evans,jtd/evansb-emily-gomezedejohnettej-1967-49966de1,49.98958333333333,Bill Evans (Another Time  The Hilversum Concert),emily,trio,train
511,John Hicks,jtd/hicksj-bouncingwithbud-drummondrsmittym-1993-c1fb6eb7,156.70963541666666,John Hicks (Beyond Expectations),bouncin with bud,trio,train
512,Ahmad Jamal,jtd/jamala-dolphindance-nasserjgantf-1971-87cd9343,79.98958333333333,Ahmad Jamal (Freeflight),dolphin dance,trio,train
513,Kenny Barron,jtd/barronk-bebop-hadenchaynesr-1994-cd0e18ee,239.76953125,Kenny Barron (Wanton Spirit),bebop,trio,train
514,Bill Evans,jtd/evansb-oleo-jonessjoep-1958-0da512cf,48.955729166666664,Bill Evans (Everybody Digs Bill Evans),i got rhythm,trio,train
515,Oscar Peterson,jtd/petersono-thereisnogreaterlove-brownrthigpene-1961-dc8ea579,172.5,Oscar Peterson (The London House Sessions),no greater love,trio,train
516,Keith Jarrett,jtd/jarrettk-bouncinwithbud-peacockgdejohnettej-1998-5ee5c7f3,339.9895833333333,Keith Jarrett (After the Fall),bouncin with bud,trio,train
517,Oscar Peterson,jtd/petersono-tonight-brownrthigpene-1960-74a9e6ce,162.5,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),tonight,trio,train
518,Tommy Flanagan,jtd/flanagant-birdsong-bettsksmithj-1978-1b95a78c,139.98958333333331,Tommy Flanagan (Something Borrowed Something Blue),birdsong,trio,train
519,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-3148b6ff,39.01953125,Bill Evans (Consecration),my romance,trio,train
520,Bill Evans,jtd/evansb-ttttwelvetonetune-gomezemorellm-1971-360d7a67,43.6796875,Bill Evans (The Bill Evans Album),twelve tone tune,trio,train
521,Bill Evans,jtd/evansb-israel-lafarosmotianp-1960-96983faa,79.98958333333333,Bill Evans (Explorations),israel,trio,train
522,Hank Jones,jtd/jonesh-bluemonk-mrazgwashingtonk-1991-c20e31ce,88.00911458333333,Hank Jones (Hank Jones Trio),blue monk,trio,train
523,Oscar Peterson,jtd/petersono-itaintnecessarilyso-brownrthigpene-1964-4f77ab69,109.98958333333333,Oscar Peterson (In Tokyo 1964),it aint necessarily so,trio,train
524,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-8907b003,137.97916666666666,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),bills hit tune,trio,train
525,Kenny Drew,jtd/drewk-thisisthemoment-rstedntootiea-1974-46529806,209.98958333333331,Kenny Drew (If You Could See Me Now),this is the moment,trio,train
526,Chick Corea,jtd/coreac-soinlove-patituccijweckld-1989-1c171b01,99.86979166666666,Chick Corea (Chick Corea Akoustic Band),so in love,trio,train
527,Bill Evans,jtd/evansb-beautifullovetake2-lafarosmotianp-1960-3ab52308,38.924479166666664,Bill Evans (The Complete Riverside Recordings),beautiful love,trio,train
528,Hank Jones,jtd/jonesh-hankyouthank-hintonmrosengardenb-1977-5e637f3b,92.5,Hank Jones (The Trio),hank you thank,trio,train
529,Tommy Flanagan,jtd/flanagant-quietude-lundgaardjnashl-1993-09b83102,128.96875,Tommy Flanagan (Lets Play the Music of Thad Jones),quietude,trio,train
530,Oscar Peterson,jtd/petersono-woodynyou-brownrthigpene-1961-5c12a401,99.23958333333333,Oscar Peterson (The London House Sessions),woodyn you,trio,train
531,Tommy Flanagan,jtd/flanagant-birdsong-washingtonpnashl-1997-1538c8eb,206.54947916666666,Tommy Flanagan (Sunset and the Mockingbird),birdsong,trio,train
532,McCoy Tyner,jtd/tynerm-momentsnotice-mrazgfostera-1997-79d34747,139.98958333333331,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),moments notice,trio,train
533,Oscar Peterson,jtd/petersono-thesmudge-brownrthigpene-1965-400c3f7a,189.98958333333331,Oscar Peterson (Eloquence),the smudge,trio,train
534,Ahmad Jamal,jtd/jamala-darnthatdream-crosbyifournierv-1959-0abd7fe6,89.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),darn that dream,trio,train
535,Cedar Walton,jtd/brownr-georgiaonmymind-waltoncjonese-1977-d01386fe,79.98958333333333,Cedar Walton (Something for Lester),georgia on my mind,trio,train
536,Ahmad Jamal,jtd/jamala-stompinatthesavoy-crosbyifournierv-1958-d39b91f2,99.98958333333333,Ahmad Jamal (Ahmads Blues),stompin at the savoy,trio,train
537,Bill Evans,jtd/evansb-emily-gomezemorellm-1969-baa330b7,39.98958333333333,Bill Evans (Autumn Leaves),emily,trio,train
538,Tommy Flanagan,jtd/flanagant-beatsup-washingtonpnashl-1996-9433aca7,129.98958333333331,Tommy Flanagan (Sea Changes),beats up,trio,train
539,McCoy Tyner,jtd/tynerm-hiptoe-sharpeahayesl-1987-d6465c77,139.98958333333331,McCoy Tyner (Live at the Musicans Exchange Cafe),hip toe,trio,train
540,Bill Evans,jtd/evansb-beautifullovetake1-lafarosmotianp-1961-fab8e8ee,89.98958333333333,Bill Evans (The Complete Riverside Recordings),beautiful love,trio,train
541,Kenny Drew,jtd/drewk-summertime-rstednthigpene-1982-acf3f942,82.5,Kenny Drew (The Lullaby),summertime,trio,train
542,Bill Evans,jtd/evansb-iloveyou-furtadoebeldinia-1966-1784be16,92.5,Bill Evans (The Complete Bill Evans on Verve),i love you,trio,train
543,Cedar Walton,jtd/waltonc-shortcomings-williamsdhigginsb-1985-fe016ba6,99.54947916666666,Cedar Walton (Cedar),short comings,trio,train
544,Bill Evans,jtd/evansb-twelvetonetune-gomezemorellm-1972-80539732,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 2),twelve tone tune,trio,train
545,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-f631ae2a,59.82942708333333,Bill Evans (The Last Waltz),turn out the stars,trio,train
546,Oscar Peterson,jtd/petersono-ongreendolphinstreet-brownrthigpene-1961-940fa118,199.97916666666666,Oscar Peterson (The Sound Of The Trio),green dolphin street,trio,train
547,Kenny Barron,jtd/barronk-stellabystarlight-carterrcobhamb-2003-63b7639c,199.98958333333331,Kenny Barron (Live in Japan 2003),stella by starlight,trio,train
548,Junior Mance,jtd/mancej-ladybird-woodejdurhamb-1994-d111c9ec,109.98958333333333,Junior Mance (Softly as in a Morning Sunrise),ladybird,trio,train
549,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-0ac208d7,37.4296875,Bill Evans (Consecration),my romance,trio,train
550,Oscar Peterson,jtd/petersono-moanin-jonesshayesl-1966-0f5ae211,111.51953125,Oscar Peterson (Live The Champslyses 1965 Pleyel 1966),moanin,trio,train
551,Cedar Walton,jtd/waltonc-bremondsblues-williamsdcobbj-2005-6e75f0ec,179.43880208333331,Cedar Walton (Midnight Waltz),bremonds blues,trio,train
552,Tommy Flanagan,jtd/flanagant-thebalancedscalesthe-washingtonpnashl-1997-6eb3a13e,27.955729166666664,Tommy Flanagan (Sunset and the Mockingbird),the balanced scales,trio,train
553,Keith Jarrett,jtd/jarrettk-lifebetweentheexitsigns-hadencmotianp-1968-cfe7ec36,149.19921875,Keith Jarrett (Somewhere Before The Atlantic Years 19681975),life between the exit signs,trio,train
554,Oscar Peterson,jtd/petersono-homeagain-brownrthigpene-1960-daeab74d,28.959635416666664,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),home again,trio,train
555,Bill Evans,jtd/evansb-allofyoutake1-lafarosmotianp-1961-d5c8548b,119.98958333333333,Bill Evans (The Village Vanguard Sessions),all of you,trio,train
556,Bill Evans,jtd/evansb-nardis-gomezemorellm-1969-d96b0901,59.98958333333333,Bill Evans (Youre Gonna Hear From Me),nardis,trio,train
557,Cedar Walton,jtd/waltonc-suntoryblues-jonesshigginsb-1974-c4b26116,169.98958333333331,Cedar Walton (Pit Inn),suntory blues,trio,train
558,Bill Evans,jtd/evansb-californiahereicome-gomezejoep-1967-fc6dbef4,88.95963541666666,Bill Evans (California Here I Come),california here i come,trio,train
559,John Hicks,jtd/hicksj-kidsknow-mrazgmuhammadi-1997-19c79eea,118.46875,John Hicks (Newklear Music),kids know,trio,train
560,Teddy Wilson,jtd/wilsont-theduke-holleymdahlandern-1959-c030ff4d,49.98958333333333,Teddy Wilson (And Then They Wrote),duke,trio,train
561,Junior Mance,jtd/mancej-fallinginlovewithlove-bettskwilliamsj-1994-d6eca5e5,149.40885416666666,Junior Mance (Blue Mance),falling in love with love,trio,train
562,Tommy Flanagan,jtd/flanagant-zec-lundgaardjnashl-1993-201e6e60,59.98958333333333,Tommy Flanagan (Lets Play the Music of Thad Jones),zec,trio,train
563,Oscar Peterson,jtd/petersono-stellabystarlight-jonesshayesl-1966-990184dc,129.98958333333331,Oscar Peterson (Live The Champslyses 1965 Pleyel 1966),stella by starlight,trio,train
564,Bill Evans,jtd/evansb-gloriasstep-gomezemorellm-1972-b519428f,128.80989583333331,Bill Evans (Momentum),glorias step,trio,train
565,Tommy Flanagan,jtd/flanagant-giantsteps-mrazgfostera-1982-792f8e7a,139.98958333333331,Tommy Flanagan (Giant Steps In Memory of John Coltrane),giant steps,trio,train
566,Tommy Flanagan,jtd/flanagant-fridaythe13th-bettsksmithj-1977-691af139,129.98958333333331,Tommy Flanagan (Something Borrowed Something Blue),friday the 13th,trio,train
567,Thelonious Monk,jtd/monkt-imeanyou-mckibbonablakeya-1971-537d3c05,225.97265625,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),i mean you,trio,train
568,Ahmad Jamal,jtd/jamala-tranquility-nasserjgantf-1967-4cc954d6,279.9895833333333,Ahmad Jamal (Tranquility),tranquility,trio,train
569,Bill Evans,jtd/evansb-perisscope-gomezemorellm-1973-0e6c1811,76.96875,Bill Evans (Live In Paris 1972 Vol 3),peris scope,trio,train
570,Ahmad Jamal,jtd/jamala-itcouldhappentoyou-crosbyifournierv-1958-428c7e1e,89.98958333333333,Ahmad Jamal (Ahmads Blues),it could happen to you,trio,train
571,Gene Harris,jtd/brownr-captainbill-harrisgrokerm-1984-55344881,29.989583333333332,Gene Harris (The Best of the Concord Years),captain bill,trio,train
572,Bill Evans,jtd/evansb-beautifullove-johnsonmlabarberaj-1979-afd1a0de,86.80989583333333,Bill Evans (The Paris Concert Edition One),beautiful love,trio,train
573,Kenny Drew,jtd/drewk-mybeautifullady-wrightespecsc-1953-45abb28f,199.609375,Kenny Drew (Kenny Drew and His Progressive Piano),my beautiful lady,trio,train
574,Tommy Flanagan,jtd/flanagant-roughridin-washingtonpnashl-1993-6bd95797,99.98958333333333,Tommy Flanagan (Lady Be Good  for Ella),rough ridin,trio,train
575,Thelonious Monk,jtd/monkt-justyoujustme-pettifordoblakeya-1958-12489ef3,177.0,Thelonious Monk (The Complete Riverside Recordings),just you just me,trio,train
576,Bill Evans,jtd/evansb-songfrommashsuicideis-johnsonmlabarberaj-1980-f99669a6,99.98958333333333,Bill Evans (Consecration),song from mash suicide is painless,trio,train
577,Bill Evans,jtd/evansb-stareyes-gomezemannes-1966-6efdf545,49.908854166666664,Bill Evans (The Complete Bill Evans on Verve),star eyes,trio,train
578,Bill Evans,jtd/evansb-sleepinbee-gomezemorellm-1969-5a2f7f8a,39.98958333333333,Bill Evans (Jazzhouse),sleepin bee,trio,train
579,Ahmad Jamal,jtd/jamala-whatisthisthingcalled-crosbyifournierv-1961-41d8df86,61.979166666666664,Ahmad Jamal (The Complete 1961 Alhambra Performances),what is this thing called love,trio,train
580,Cedar Walton,jtd/waltonc-thisguysinlovewith-jonesshigginsb-1973-9c6de98c,179.98958333333331,Cedar Walton (Three Sundays in the Seventies Live at the Left Bank),this guys in love with you,trio,train
581,Kenny Barron,jtd/barronk-bemshaswing-reidrwaitsf-1984-51c9b63f,198.0,Kenny Barron (New York Attitude),bemsha swing,trio,train
582,Bill Evans,jtd/evansb-five-johnsonmlabarberaj-1980-12482cc1,38.109375,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),five,trio,train
583,Hank Jones,jtd/jonesh-speaklow-hollanddcopelandk-1989-ff7fa594,59.98958333333333,Hank Jones (Lazy Afternoon),speak low,trio,train
584,Brad Mehldau,jtd/mehldaub-cheryl-grenadierlballardj-2013-5b112407,198.83984375,Brad Mehldau (Blues and Ballads),cheryl,trio,train
585,Junior Mance,jtd/mancej-intheevening-cranshawbrokerm-1963-fc18d5f4,132.5,Junior Mance (Juniors Blues),in the evening,trio,train
586,McCoy Tyner,jtd/tynerm-lushlife-gomezedejohnettej-1977-f77a8934,149.98958333333331,McCoy Tyner (Supertrios),lush life,trio,train
587,Oscar Peterson,jtd/petersono-bluesforbigscotia-brownrthigpene-1961-4d63158e,238.86979166666666,Oscar Peterson (The London House Sessions),blues for big scotia,trio,train
588,Bill Evans,jtd/evansb-stellabystarlight-gomezemorellm-1969-2892c267,68.359375,Bill Evans (Jazzhouse),stella by starlight,trio,train
589,Hank Jones,jtd/jonesh-worksong-hollanddcopelandk-1989-e3786b39,97.52994791666666,Hank Jones (The Touch),work song,trio,train
590,Hank Jones,jtd/jonesh-moosethemooche-duviviergrileyb-1977-7e5dce4e,169.98958333333331,Hank Jones (Bop Redux  Groovin High),i got rhythm,trio,train
591,Bill Evans,jtd/evansb-whocaniturnto-gomezedejohnettej-1967-d0344842,69.98958333333333,Bill Evans (Another Time  The Hilversum Concert),who can i turn to,trio,train
