,pianist,track,duration,album,composition,setting,split
502,Bill Evans,jtd/evansb-oneforhelen-gomezemorellm-1975-a8cedfa9,109.98958333333333,Bill Evans (Blue in Green The Concert in Canada),one for helen,trio,train
503,Bill Evans,jtd/evansb-stellabystarlight-gomezejoep-1966-0af298a5,29.989583333333332,Bill Evans (The Complete Bill Evans on Verve),stella by starlight,trio,train
504,Kenny Barron,jtd/barronk-onefingersnap-hadenchaynesr-1994-7173a1c0,269.9895833333333,Kenny Barron (Wanton Spirit),one finger snap,trio,train
505,Hank Jones,jtd/jonesh-interface-mrazgwashingtonk-1991-5076deb8,109.98958333333333,Hank Jones (Hank Jones Trio),interface,trio,train
506,Oscar Peterson,jtd/petersono-yousteppedoutofa-jonessdurhamb-1970-43e2fd27,89.98958333333333,Oscar Peterson (Tristeza on Piano),you stepped out of a dream,trio,train
507,Bill Evans,jtd/evansb-emily-gomezedejohnettej-1967-49966de1,49.98958333333333,Bill Evans (Another Time  The Hilversum Concert),emily,trio,train
508,John Hicks,jtd/hicksj-bouncingwithbud-drummondrsmittym-1993-c1fb6eb7,156.70963541666666,John Hicks (Beyond Expectations),bouncin with bud,trio,train
509,Kenny Barron,jtd/barronk-bebop-hadenchaynesr-1994-cd0e18ee,239.76953125,Kenny Barron (Wanton Spirit),bebop,trio,train
510,Bill Evans,jtd/evansb-oleo-jonessjoep-1958-0da512cf,48.955729166666664,Bill Evans (Everybody Digs Bill Evans),i got rhythm,trio,train
511,Oscar Peterson,jtd/petersono-thereisnogreaterlove-brownrthigpene-1961-dc8ea579,172.5,Oscar Peterson (The London House Sessions),no greater love,trio,train
512,Keith Jarrett,jtd/jarrettk-bouncinwithbud-peacockgdejohnettej-1998-5ee5c7f3,339.9895833333333,Keith Jarrett (After the Fall),bouncin with bud,trio,train
513,Oscar Peterson,jtd/petersono-tonight-brownrthigpene-1960-74a9e6ce,162.5,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),tonight,trio,train
514,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-3148b6ff,39.01953125,Bill Evans (Consecration),my romance,trio,train
515,McCoy Tyner,jtd/tynerm-naima-mrazgfostera-1997-5439f74b,148.86979166666666,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),naima,trio,train
516,Gene Harris,jtd/brownr-putyourlittlefootright-harrisghamiltonj-1988-36cbdcdb,37.819010416666664,Gene Harris (Live From New York to Tokyo),put your little foot right out,trio,train
517,Hank Jones,jtd/jonesh-bluemonk-mrazgwashingtonk-1991-c20e31ce,88.00911458333333,Hank Jones (Hank Jones Trio),blue monk,trio,train
518,Oscar Peterson,jtd/petersono-itaintnecessarilyso-brownrthigpene-1964-4f77ab69,109.98958333333333,Oscar Peterson (In Tokyo 1964),it aint necessarily so,trio,train
519,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-8907b003,137.97916666666666,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),bills hit tune,trio,train
520,McCoy Tyner,jtd/tynerm-justintime-sharpeascotta-1989-76744f45,239.98958333333331,McCoy Tyner (Live at Sweet Basil),just in time,trio,train
521,Kenny Drew,jtd/drewk-thisisthemoment-rstedntootiea-1974-46529806,209.98958333333331,Kenny Drew (If You Could See Me Now),this is the moment,trio,train
522,Chick Corea,jtd/coreac-soinlove-patituccijweckld-1989-1c171b01,99.86979166666666,Chick Corea (Chick Corea Akoustic Band),so in love,trio,train
523,Bill Evans,jtd/evansb-beautifullovetake2-lafarosmotianp-1960-3ab52308,38.924479166666664,Bill Evans (The Complete Riverside Recordings),beautiful love,trio,train
524,Hank Jones,jtd/jonesh-hankyouthank-hintonmrosengardenb-1977-5e637f3b,92.5,Hank Jones (The Trio),hank you thank,trio,train
525,Tommy Flanagan,jtd/flanagant-quietude-lundgaardjnashl-1993-09b83102,128.96875,Tommy Flanagan (Lets Play the Music of Thad Jones),quietude,trio,train
526,Chick Corea,jtd/coreac-stepswhatwas-vitoumhaynesr-1968-d5abc135,209.98958333333331,Chick Corea (Now He Sings Now He Sobs),steps what was,trio,train
527,Oscar Peterson,jtd/petersono-woodynyou-brownrthigpene-1961-5c12a401,99.23958333333333,Oscar Peterson (The London House Sessions),woodyn you,trio,train
528,Tommy Flanagan,jtd/flanagant-birdsong-washingtonpnashl-1997-1538c8eb,206.54947916666666,Tommy Flanagan (Sunset and the Mockingbird),birdsong,trio,train
529,John Hicks,jtd/hicksj-expectations-drummondrsmittym-1993-78892a40,226.89973958333331,John Hicks (Beyond Expectations),expectations,trio,train
530,Hank Jones,jtd/jonesh-youngnomore-duviviergjacksono-1977-f7d683f6,132.5,Hank Jones (I Remember You),young no more,trio,train
531,John Hicks,jtd/hicksj-daydream-dolphindbrooksc-1997-a1b552e8,149.98958333333331,John Hicks (A Billy Strayhorn Songbook Something to Live For),daydream,trio,train
532,McCoy Tyner,jtd/tynerm-momentsnotice-mrazgfostera-1997-79d34747,139.98958333333331,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),moments notice,trio,train
533,Kenny Barron,jtd/barronk-forheavenssake-mrazgrileyb-2009-78c604cf,129.98958333333331,Kenny Barron (Minor Blues),for heavens sake,trio,train
534,Ahmad Jamal,jtd/jamala-darnthatdream-crosbyifournierv-1959-0abd7fe6,89.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),darn that dream,trio,train
535,Cedar Walton,jtd/brownr-georgiaonmymind-waltoncjonese-1977-d01386fe,79.98958333333333,Cedar Walton (Something for Lester),georgia on my mind,trio,train
536,Ahmad Jamal,jtd/jamala-stompinatthesavoy-crosbyifournierv-1958-d39b91f2,99.98958333333333,Ahmad Jamal (Ahmads Blues),stompin at the savoy,trio,train
537,Tommy Flanagan,jtd/flanagant-beatsup-washingtonpnashl-1996-9433aca7,129.98958333333331,Tommy Flanagan (Sea Changes),beats up,trio,train
538,McCoy Tyner,jtd/tynerm-hiptoe-sharpeahayesl-1987-d6465c77,139.98958333333331,McCoy Tyner (Live at the Musicans Exchange Cafe),hip toe,trio,train
539,Bill Evans,jtd/evansb-beautifullovetake1-lafarosmotianp-1961-fab8e8ee,89.98958333333333,Bill Evans (The Complete Riverside Recordings),beautiful love,trio,train
540,Keith Jarrett,jtd/jarrettk-butchbutch-peacockgdejohnettej-1993-f7a18180,298.0989583333333,Keith Jarrett (Live at Open Theater East),butch butch,trio,train
541,Tommy Flanagan,jtd/flanagant-caravan-bettskdurhamb-1975-98522a11,269.5598958333333,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),caravan,trio,train
542,Kenny Drew,jtd/drewk-summertime-rstednthigpene-1982-acf3f942,82.5,Kenny Drew (The Lullaby),summertime,trio,train
543,Bill Evans,jtd/evansb-iloveyou-furtadoebeldinia-1966-1784be16,92.5,Bill Evans (The Complete Bill Evans on Verve),i love you,trio,train
544,Cedar Walton,jtd/waltonc-shortcomings-williamsdhigginsb-1985-fe016ba6,99.54947916666666,Cedar Walton (Cedar),short comings,trio,train
545,Bill Evans,jtd/evansb-twelvetonetune-gomezemorellm-1972-80539732,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 2),twelve tone tune,trio,train
546,John Hicks,jtd/hicksj-itgetsbettereverytime-dolphindbrooksc-1997-43d821cd,88.82942708333333,John Hicks (Nightwind An Erroll Garner Songbook),it gets better everytime,trio,train
547,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-f631ae2a,59.82942708333333,Bill Evans (The Last Waltz),turn out the stars,trio,train
548,Oscar Peterson,jtd/petersono-ongreendolphinstreet-brownrthigpene-1961-940fa118,199.97916666666666,Oscar Peterson (The Sound Of The Trio),green dolphin street,trio,train
549,Kenny Barron,jtd/barronk-stellabystarlight-carterrcobhamb-2003-63b7639c,199.98958333333331,Kenny Barron (Live in Japan 2003),stella by starlight,trio,train
550,Junior Mance,jtd/mancej-ladybird-woodejdurhamb-1994-d111c9ec,109.98958333333333,Junior Mance (Softly as in a Morning Sunrise),ladybird,trio,train
551,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-0ac208d7,37.4296875,Bill Evans (Consecration),my romance,trio,train
552,Cedar Walton,jtd/waltonc-bremondsblues-williamsdcobbj-2005-6e75f0ec,179.43880208333331,Cedar Walton (Midnight Waltz),bremonds blues,trio,train
553,Tommy Flanagan,jtd/flanagant-thebalancedscalesthe-washingtonpnashl-1997-6eb3a13e,27.955729166666664,Tommy Flanagan (Sunset and the Mockingbird),the balanced scales,trio,train
554,Keith Jarrett,jtd/jarrettk-lifebetweentheexitsigns-hadencmotianp-1968-cfe7ec36,149.19921875,Keith Jarrett (Somewhere Before The Atlantic Years 19681975),life between the exit signs,trio,train
555,Oscar Peterson,jtd/petersono-homeagain-brownrthigpene-1960-daeab74d,28.959635416666664,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),home again,trio,train
556,Bill Evans,jtd/evansb-nardis-gomezemorellm-1969-d96b0901,59.98958333333333,Bill Evans (Youre Gonna Hear From Me),nardis,trio,train
557,Cedar Walton,jtd/waltonc-suntoryblues-jonesshigginsb-1974-c4b26116,169.98958333333331,Cedar Walton (Pit Inn),suntory blues,trio,train
558,John Hicks,jtd/hicksj-kidsknow-mrazgmuhammadi-1997-19c79eea,118.46875,John Hicks (Newklear Music),kids know,trio,train
559,Tommy Flanagan,jtd/flanagant-zec-lundgaardjnashl-1993-201e6e60,59.98958333333333,Tommy Flanagan (Lets Play the Music of Thad Jones),zec,trio,train
560,Bill Evans,jtd/evansb-gloriasstep-gomezemorellm-1972-b519428f,128.80989583333331,Bill Evans (Momentum),glorias step,trio,train
561,Abdullah Ibrahim,jtd/ibrahima-forcoltrane-bullockbkunenes-2001-513932e6,72.5,Abdullah Ibrahim (African Magic),for coltrane,trio,train
562,Tommy Flanagan,jtd/flanagant-giantsteps-mrazgfostera-1982-792f8e7a,139.98958333333331,Tommy Flanagan (Giant Steps In Memory of John Coltrane),giant steps,trio,train
563,Thelonious Monk,jtd/monkt-imeanyou-mckibbonablakeya-1971-537d3c05,225.97265625,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),i mean you,trio,train
564,Ahmad Jamal,jtd/jamala-daahoud-heardjisraely-1992-0297e792,39.25,Ahmad Jamal (Chicago Revisited),daahoud,trio,train
565,Ahmad Jamal,jtd/jamala-tranquility-nasserjgantf-1967-4cc954d6,279.9895833333333,Ahmad Jamal (Tranquility),tranquility,trio,train
566,McCoy Tyner,jtd/tynerm-sweetbasilswing-sharpeascotta-1989-b9a2a6f5,119.76953125,McCoy Tyner (Live at Sweet Basil),sweet basil swing,trio,train
567,Bill Evans,jtd/evansb-perisscope-gomezemorellm-1973-0e6c1811,76.96875,Bill Evans (Live In Paris 1972 Vol 3),peris scope,trio,train
568,Ahmad Jamal,jtd/jamala-itcouldhappentoyou-crosbyifournierv-1958-428c7e1e,89.98958333333333,Ahmad Jamal (Ahmads Blues),it could happen to you,trio,train
569,Oscar Peterson,jtd/petersono-ivegotyouundermy-brownrthigpene-1959-4fa252b6,36.89973958333333,Oscar Peterson (Oscar Peterson Plays the Cole Porter Songbook),ive got you under my skin,trio,train
570,Tommy Flanagan,jtd/flanagant-myshininghour-mrazgkayc-1977-8ae917cc,112.5,Tommy Flanagan (Plays the Music of Harold Arlen),my shining hour,trio,train
571,Kenny Drew,jtd/drewk-mybeautifullady-wrightespecsc-1953-45abb28f,199.609375,Kenny Drew (Kenny Drew and His Progressive Piano),my beautiful lady,trio,train
572,Abdullah Ibrahim,jtd/ibrahima-airoloblue-gertzejntshokom-1965-a1db4e2c,69.98958333333333,Abdullah Ibrahim (Round Midnight at the Montmartre),airolo blue,trio,train
573,Tommy Flanagan,jtd/flanagant-roughridin-washingtonpnashl-1993-6bd95797,99.98958333333333,Tommy Flanagan (Lady Be Good  for Ella),rough ridin,trio,train
574,Bill Evans,jtd/evansb-songfrommashsuicideis-johnsonmlabarberaj-1980-f99669a6,99.98958333333333,Bill Evans (Consecration),song from mash suicide is painless,trio,train
575,Keith Jarrett,jtd/jarrettk-ithoughtaboutyou-peacockgdejohnettej-1993-340a16bd,39.98958333333333,Keith Jarrett (Live at Open Theater East),i thought about you,trio,train
576,Bill Evans,jtd/evansb-stareyes-gomezemannes-1966-6efdf545,49.908854166666664,Bill Evans (The Complete Bill Evans on Verve),star eyes,trio,train
577,Cedar Walton,jtd/waltonc-thisguysinlovewith-jonesshigginsb-1973-9c6de98c,179.98958333333331,Cedar Walton (Three Sundays in the Seventies Live at the Left Bank),this guys in love with you,trio,train
578,Kenny Barron,jtd/barronk-bemshaswing-reidrwaitsf-1984-51c9b63f,198.0,Kenny Barron (New York Attitude),bemsha swing,trio,train
579,Bill Evans,jtd/evansb-five-johnsonmlabarberaj-1980-12482cc1,38.109375,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),five,trio,train
580,McCoy Tyner,jtd/tynerm-willyoustillbemine-sharpeascotta-1989-f77d8793,209.0,McCoy Tyner (Live at Sweet Basil),will you still be mine,trio,train
581,McCoy Tyner,jtd/tynerm-lushlife-gomezedejohnettej-1977-f77a8934,149.98958333333331,McCoy Tyner (Supertrios),lush life,trio,train
582,Oscar Peterson,jtd/petersono-bluesforbigscotia-brownrthigpene-1961-4d63158e,238.86979166666666,Oscar Peterson (The London House Sessions),blues for big scotia,trio,train
583,Hank Jones,jtd/jonesh-worksong-hollanddcopelandk-1989-e3786b39,97.52994791666666,Hank Jones (The Touch),work song,trio,train
584,Hank Jones,jtd/jonesh-moosethemooche-duviviergrileyb-1977-7e5dce4e,169.98958333333331,Hank Jones (Bop Redux  Groovin High),i got rhythm,trio,train
585,Bill Evans,jtd/evansb-whocaniturnto-gomezedejohnettej-1967-d0344842,69.98958333333333,Bill Evans (Another Time  The Hilversum Concert),who can i turn to,trio,train
586,Keith Jarrett,jtd/jarrettk-allthethingsyouare-peacockgdejohnettej-1983-540b9c38,129.43880208333331,Keith Jarrett (Standards Volume 1),all the things you are,trio,train
587,Bill Evans,jtd/evansb-midnightmood-johnsonmlabarberaj-1980-00581d7e,57.959635416666664,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),midnight mood,trio,train
588,Oscar Peterson,jtd/petersono-ithappenedinmonterey-brownrthigpene-1961-ae932c54,226.2890625,Oscar Peterson (The London House Sessions),it happened in monterey,trio,train
589,Ahmad Jamal,jtd/jamala-dancetothelady-heardjisraely-1992-a4cc1801,79.55989583333333,Ahmad Jamal (Chicago Revisited),dance to the lady,trio,train
590,Bill Evans,jtd/evansb-turnoutthestars-gomezemorellm-1972-e755b790,58.96875,Bill Evans (Live In Paris 1972 Vol 1),turn out the stars,trio,train
591,Tommy Flanagan,jtd/flanagant-ohladybegood-washingtonpnashl-1993-225bd06b,159.98958333333331,Tommy Flanagan (Lady Be Good  for Ella),oh lady be good,trio,train
592,Hank Jones,jtd/jonesh-stellabystarlight-mcbrideccobbj-2006-0b84c1a7,39.98958333333333,Hank Jones (West of 5th),stella by starlight,trio,train
593,Bill Evans,jtd/evansb-allofyou-gomezezigmunde-1974-1324a29e,119.98958333333333,Bill Evans (Complete Fantasy Recordings),all of you,trio,train
594,Keith Jarrett,jtd/jarrettk-autumnleaves-peacockgdejohnettej-1998-1f0361fa,289.9895833333333,Keith Jarrett (After the Fall),autumn leaves,trio,train
595,Oscar Peterson,jtd/petersono-rockofages-mrazgpricer-1970-16d02636,117.84895833333333,Oscar Peterson (Two Originals Walking the Line  Another Day),rock of ages,trio,train
596,Kenny Barron,jtd/barronk-embraceableyou-reidrwaitsf-1984-8db9cd16,119.98958333333333,Kenny Barron (Autumn in New York),embraceable you,trio,train
597,Brad Mehldau,jtd/mehldaub-nobodyelsebutme-grenadierlrossyj-1996-5f100320,127.00911458333333,Brad Mehldau (The Art of the Trio Volume 1),nobody else but me,trio,train
598,Ahmad Jamal,jtd/jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,59.98958333333333,Ahmad Jamal (Complete Recordings),spring will be a little late this year,trio,train
599,Bill Evans,jtd/evansb-nardis-gomezedejohnettej-1967-4085d1b1,99.98958333333333,Bill Evans (At the Montreux Jazz Festival),nardis,trio,train
600,Cedar Walton,jtd/waltonc-thereisnogreaterlove-williamsdhigginsb-1992-c4cb26bd,189.98958333333331,Cedar Walton (Manhattan Afternoon),no greater love,trio,train
601,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1975-8828ee88,157.43880208333331,Bill Evans (Blue in Green The Concert in Canada),34 skidoo,trio,train
602,Cedar Walton,jtd/waltonc-ugetsu-williamsdcobbj-2005-5872ae60,209.79947916666666,Cedar Walton (Midnight Waltz),ugetsu,trio,train
603,Ahmad Jamal,jtd/jamala-likesomeoneinlovealternative-crosbyifournierv-1959-f4a5da5b,48.0,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),like someone in love,trio,train
604,Bill Evans,jtd/evansb-daysofwineandroses-johnsonmlabarberaj-1980-7fa47407,39.869791666666664,Bill Evans (Consecration),days of wine roses,trio,train
605,Ahmad Jamal,jtd/jamala-thepartysover-crosbyifournierv-1961-a20c66f3,47.16927083333333,Ahmad Jamal (Ahmad Jamals Alhambra),the partys over,trio,train
606,Tommy Flanagan,jtd/flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,147.0,Tommy Flanagan (Trio  Sextet),just friends,trio,train
607,Bill Evans,jtd/evansb-somedaymyprincewillcome-johnsonmlabarberaj-1980-d29ba92b,58.87890625,Bill Evans (Consecration),someday my prince will come,trio,train
608,Junior Mance,jtd/mancej-ohladybegood-bettskwilliamsj-1997-7a9122df,198.97135416666666,Junior Mance (The Floating Jazz Festival Trio 1997),oh lady be good,trio,train
609,McCoy Tyner,jtd/tynerm-momentsnotice-carterrwilliamst-1978-5769e6a9,86.859375,McCoy Tyner (Passion Dance),moments notice,trio,train
610,Bill Evans,jtd/evansb-34skidoo-gomezezigmunde-1975-286dc358,169.98958333333331,Bill Evans (Complete Fantasy Recordings),34 skidoo,trio,train
611,John Hicks,jtd/hicksj-stellabystarlight-drummondrsmittym-1993-5509efbe,139.86979166666666,John Hicks (Beyond Expectations),stella by starlight,trio,train
612,Tommy Flanagan,jtd/flanagant-gethappy-mrazgkayc-1977-815dfa1a,69.69921875,Tommy Flanagan (Plays the Music of Harold Arlen),get happy,trio,train
613,John Hicks,jtd/hicksj-serenata-dolphindbrooksc-2003-f0f06c00,259.9895833333333,John Hicks (Fathas Day An Earl Hines Songbook),serenata,trio,train
614,Hank Jones,jtd/jonesh-swonderful-hintonmrosengardenb-1977-d3373c2a,118.75911458333333,Hank Jones (The Trio),s wonderful,trio,train
615,Bill Evans,jtd/evansb-whocares-israelscbunkerl-1961-7ffcaefd,79.98958333333333,Bill Evans (The Complete Riverside Recordings),who cares,trio,train
616,Bill Evans,jtd/evansb-woodynyoutake2-chamberspjoep-1958-333e0b36,109.94921875,Bill Evans (Peace Piece and Other Pieces),woodyn you,trio,train
617,Kenny Barron,jtd/barronk-outofnowhere-carterrcobhamb-2003-5ef86b93,119.98958333333333,Kenny Barron (Live in Japan 2003),out of nowhere,trio,train
618,Cedar Walton,jtd/waltonc-allthethingsyouare-carterrdejohnettej-1983-2ecfa73e,149.98958333333331,Cedar Walton (Walton Carter  DeJohnette),all the things you are,trio,train
619,Ahmad Jamal,jtd/jamala-imoldfashioned-crosbyifournierv-1960-9a887615,168.81901041666666,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),im old fashioned,trio,train
620,Tommy Flanagan,jtd/flanagant-iloveyou-mitchellrjonese-1980-c63e549c,108.96875,Tommy Flanagan (Super Session),i love you,trio,train
621,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-3caed02f,38.87890625,Bill Evans (Consecration),my romance,trio,train
622,Keith Jarrett,jtd/jarrettk-longtimegonebutnot-hadencmotianp-1967-988152fb,82.5,Keith Jarrett (Life Between the Exit Signs),long time gone but not withdrawn,trio,train
623,Junior Mance,jtd/mancej-softlyasinamorning-woodejdurhamb-1994-abb8540c,129.98958333333331,Junior Mance (Softly as in a Morning Sunrise),softly as in a morning sunrise,trio,train
624,Keith Jarrett,jtd/jarrettk-whatisthisthingcalled-peacockgdejohnettej-1999-72ad4994,319.9895833333333,Keith Jarrett (Whisper Not),what is this thing called love,trio,train
625,Cedar Walton,jtd/waltonc-cedarsblues-williamsdcobbj-2005-bf738f09,96.97916666666666,Cedar Walton (Midnight Waltz),cedars blues,trio,train
626,Tommy Flanagan,jtd/flanagant-tintindeo-lundgaardjnashl-1993-7c3b16c7,69.98958333333333,Tommy Flanagan (Flanagans Shenanigans),tin tin deo,trio,train
627,Bill Evans,jtd/evansb-howaboutyou-israelscbunkerl-1961-33189f40,79.02994791666666,Bill Evans (The Complete Riverside Recordings),how about you,trio,train
628,Chick Corea,jtd/coreac-hothouse-gomezemotianp-2010-f057e6f6,119.98958333333333,Chick Corea (Further Explorations),what is this thing called love,trio,train
629,Bill Evans,jtd/evansb-gloriasstep-gomezemorellm-1972-5ba04874,108.09895833333333,Bill Evans (Live In Paris 1972 Vol 1),glorias step,trio,train
