,track_name,final_track_name,clustered_track_name,pianist,mbz_id
3597,People Will Say Were in Love From Oklahoma,people will say were in love,people will say were in love from oklahoma,Simon Mulligan,1ra83n1t-60ee-3iy1-e7bk-jtf2qb7lup98
3598,Dream Time,dreamtime,dream time,Abdullah Ibrahim,mf6wnan0-2fj9-s4g3-i71s-tx8s85y80snc
3599,The StarCrossed Lovers,the starcrossed lovers,the starcrossed lovers,Makoto Ozone,vo30l40w-rrpq-zesm-wxt4-4khnd3wze8zg
3600,Who Can I Turn To  Live,who can i turn to,who can i turn to,Oscar Peterson,bezzp531-2d2z-iorb-qrnv-az8e2kp5eqwb
3601,Exit Music For a Film  Live Live,exit music for a film,exit music for a film,Brad Mehldau,rimz3iid-begw-tr63-8kys-di5wyvl4hn6q
3602,Jigsaw Falling into Place  Live,jigsaw falling into place,jigsaw falling into place,Brad Mehldau,d7l39zn8-xxdl-kofz-825u-ls45h2b4h4ng
3603,Some Other Time  Live At Maybeck Recital Hall Berkeley CA  January 5 1992,some other time,some other time,Richard Beirach,hfexyw6j-mhu5-ntld-3rh7-nkcfqq1xbicg
3604,Blues For Nuria,blues for nuria,blues for nuria,Tete Montoliu,ysx7qi6i-zn4p-ehuw-vtx4-hu5420kcgjb8
3605,Topsy,topsy,topsy,Clare Fischer,eyez05vl-6weg-jz5h-fnxp-nr7hve26hoyb
3606,Three Little Words,three little words,three little words,Duke Jordan,kj0algpw-b1kx-cdbo-wgmi-zrvnxyv9y8vv
3607,Improvisation on Scarlatti  Live in Paris  2018,improvisation on scarlatti,improvisation on scarlatti,Chick Corea,g6dqiw3y-rnxx-yhvf-ydne-jk72j5wnrjtn
3608,Day Dream,daydream,day dream,Alan Pasqua,r109gcfl-y6fv-uobx-9xqs-gozj8pqqtsz1
3609,Misty,misty,misty,Duke Jordan,cy7yp2y3-g8ke-cion-zie0-qelgx4r89qre
3610,All The Things You Are,all the things you are,all the things you are,McCoy Tyner,4wa69rln-uv2t-yvmo-a4to-djrcrn9do2fj
3611,Its Hard to Know,its hard to know,its hard to know,Duke Jordan,mcpkt78m-scuw-uho8-wfkj-lmuztuvdfw0x
3612,Curses Of An Aching Heart Number 2,curse of an aching heart,curses of an aching heart number,Dave McKenna,cqhj2hk8-e8v5-meyg-0abg-3prk4wyuqnsd
3613,If I Loved You,if i loved you,if i loved you,Dick Hyman,itmpfqas-ydn3-c56j-r3f3-izxbcgrhpebk
3614,Lullaby for a Ladybug,lullaby for a ladybug,lullaby for a ladybug,Geoffrey Keezer,alzjx48s-a6s9-dk55-xdfu-ee7nyb41fidw
3615,Bill Bailey WonT You Please Come Home,bill bailey wont you please come home,bill bailey wont you please come home,Dave McKenna,piixfa3z-m17d-0070-fskj-q0e9opvemwnr
3616,Just One Of Those Things  Live At Maybeck Recital Hall Berkeley CA  August 9 1992,just one of those things,just one of those things,Cedar Walton,qm6bqkt9-dpeq-otjz-54qc-lwaeqfv9vm5c
3617,On Green Dolphin Street,green dolphin street,green dolphin street,Herbie Hancock,6ye7u4zo-9a3y-gpzr-4puv-ccj0eu8bhgcg
3618,Moonlight On The Ganges,moonlight on the ganges,moonlight on the ganges,Art Tatum,r73o724g-epmq-fv70-zbae-0fuptyux5t3q
3619,16 For Mckenna,for mckenna,for mckenna,Dick Hyman,vrta19jp-e152-hpwf-p2zh-cs7z5y025xwb
3620,Free Spirit  Free Style,free spirit free style,free spirit free style,Roland Hanna,kwdsnlf4-24tx-jb63-l07s-rih40g1akcd9
3621,Because I Love You,because i love you,because i love you,Ahmad Jamal,te5rksau-v2dw-utch-um57-upi259oxzxiy
3622,I Should Care,i should care,i should care,Thelonious Monk,7n3eg53t-mo6i-4nd8-mtz5-8wtk6v8kvhlb
3623,Dont Take Your Love from Me,dont your love from me,dont your love from me,Erroll Garner,4us0ijlb-uu58-g92e-ich9-is58sup5cv2w
3624,St,st,st,Ray Bryant,ce7bymjj-fqo8-0mfo-mmpy-nb5e6nzo5xbw
3625,Sweet and Lovely,sweet and lovely,sweet and lovely,David Berkman,kucitnru-pags-gdjn-jw56-r6end7xpl5h7
3626,You Dont Know What Love Is,you dont know what love is,you dont know what love is,David Berkman,zgt68uik-759l-60ll-m9by-85noy7sz14c4
3627,Trinkle Tinkle,trinkle tinkle,trinkle tinkle,Kirk Lightsey,lwka2xb4-ikf2-eprj-mesg-yqcmyziuvpln
3628,Chirizakura,chirizakura,chirizakura,Geoffrey Keezer,y7v4pa1q-9l71-sodd-sodk-aeyu2xu3dsrd
3629,Soul Eyes,soul eyes,soul eyes,Tete Montoliu,ksq6b2dm-dgfq-v8qy-1fy2-jpt3vqxux5na
3630,Brother Ralf,brother ralf,brother ralf,Alan Broadbent,tybjwkwf-fte6-jw7k-m3ov-xkrkuxfq6ien
3631,From Rags to Riches  Instrumental,from rags to riches,from rags to riches,Marcus Roberts,dwkdf07p-b5xh-abbv-23s1-3jw1tplymt4n
3632,When Im Sixty Four,when im sixty four,when im sixty four,Fred Hersch,44abzupg-5dcu-aq5b-b7x8-xmcd6c8vbagj
3633,The Venice Concerto,the venice concerto,the venice concerto,Dick Hyman,xp3e5k7b-94hi-0eva-hg4e-vp354ksqln09
3634,Come Sunday,come sunday,come sunday,Tete Montoliu,cpzv8lrf-3zif-shrc-l1ym-xkvk8n2z680y
3635,Body And Soul,body and soul,body and soul,Oscar Peterson,e2u91jpl-13f6-rxn8-vn17-x1j02rzfo1c9
3636,Dat Dere,dat dere,dat dere,Harold Mabern,lfq6mjj3-ekf3-enp0-6g8p-1nob201n14o2
3637,Think of One  Live,think of one,think of one,Brad Mehldau,ziv3wb8y-7ivs-wjhd-ufec-yo5g34syxiro
3638,Avenue,avenue,avenue,Marc Copland,jm6122j7-3240-mqvg-b3vs-qo5j6k5tsel4
3639,Careless Love,careless love,careless love,Junior Mance,6escwcsr-15bz-x0ky-0log-2z2is6yzipo2
3640,My Cherie Amour,my cherie amour,my cherie amour,Dave McKenna,c2hwext2-ss44-tkuw-fju8-rbvwx2sop2cy
3641,Oblivion  Live,oblivion,oblivion,Chick Corea,3w12zyc3-jqzz-j043-v8rs-dfsw0pk4xvkz
3642,The Londonderry Air,londonderry air,londonderry air,Barry Harris,xit2yeos-zi5e-0nil-jurq-ihp8eqcakyu3
3643,Where Are You,where are you,where are you,Tete Montoliu,2kvfme16-sje1-40ng-ex1x-jnepuedmzh7c
3644,Bud Meets Carl,bud meets carl,bud meets carl,Alan Broadbent,6bha5m3k-lh8w-letd-a1kr-gou1s2ifb01q
3645,Road to Rio   But Beautiful   But Beautiful,but beautiful,road to rio but beautiful but beautiful,Bill Cunliffe,6yx01y28-teh2-d0la-tl0f-soerw17q378f
3646,Butterflies With Hiccups,butterflies with hiccups,butterflies with hiccups,Mitchel Forman,odrloreg-2ny6-wjii-2gj8-zvo1u4ruivu8
3647,Silencio Silence,silencio silence,silencio silence,Gonzalo Rubalcaba,399v6wm3-4mc8-yxdt-biie-164qfidszdys
3648,Chiaroscuro Blues,chiaroscuro blues,chiaroscuro blues,Dave McKenna,u8v72i8r-6hqj-cr4i-vqwj-u2akhdoxk2b2
3649,The Love I Long For,the love i long for,the love i long for,Dick Hyman,k1x84iri-ezgf-rsuj-13xk-gwut6mc6nw7y
3650,A Kiss To Build A Dream On  Live At Maybeck Recital Hall Berkeley CA  1990,a kiss to build a dream on,a kiss to build a dream on,Hal Galper,achixmnt-fhre-uzqd-ndfz-cpmlmv0ej5py
3651,Dream a Little Dream of Me,dream a little dream of me,dream a little dream of me,Simon Mulligan,1bi8icw9-l5vt-amds-3g33-0x7z2nlvz2od
3652,I Should Care,i should care,i should care,Barry Harris,fpxcbu2c-q4cq-ph6k-nglh-4ec5hj6jwcch
3653,Tea For Two,tea for two,tea for two,Dick Hyman,ruso559o-ygrb-gbit-p2ue-58jgeqblhbap
3654,Prelude To A Kiss,prelude to a kiss,prelude to a kiss,Ellis Marsalis,d2ban0aa-s7gn-jvgg-udqi-c51kxam05oda
3655,Slow Freight  Live,slow freight,slow freight,Ray Bryant,qfrceo71-b8lw-2vxk-wjo4-h4m3dye9o7wu
3656,Caravan  Live At The Maybeck Recital Hall Berkeley CA  February 14 1990,caravan,caravan,Dick Hyman,foi6ozs3-mbst-r0fg-z0k4-qkfufbqk5ohb
3657,The Man I Love,the man i love,the man i love,Mary Lou Williams,93aos38j-l2i4-jano-k72x-6w5rtntwufey
3658,San Antonio Rose,san antonio rose,san antonio rose,Dave McKenna,sltsy05l-l31g-1yb1-1sra-u73n2yuxwr43
3659,All Too Soon,all too soon,all too soon,Dick Hyman,l9hhrtv6-ncyo-4snw-kj8g-7wa5h797dob8
3660,Supper Time,supper time,supper time,Dick Hyman,lrjatmsk-1r9l-2csz-caly-9y7hr2yzarfh
3661,Pt,pt,pt,Keith Jarrett,cqm5v550-se89-dvf9-et64-9xlg2eo1ksmu
3662,I Cant Get No Satisfaction,i cant get no satisfaction,i cant get no satisfaction,Bill Cunliffe,hb8dccin-ksy8-qjxf-lsfe-rij02z8i2cef
3663,Like Someone In Love,like someone in love,like someone in love,Bill Evans,awtxq598-suaf-lds8-rr6s-6c7k4s5ubftm
3664,Whats New  Live At Merkin Hall NYC  1989,whats new,whats new,McCoy Tyner,uvvg6cbt-gdm5-u79a-9t04-3asda1fc3xzr
3665,Innocence  for Mary Lou Wiliams,innocence for mary lou wiliams,innocence for mary lou wiliams,Jessica Williams,31w36tct-v8hl-90ii-n7cr-fcusk5lxoxv1
3666,Better You Than Me  Live At Maybeck Recital Hall Berkeley CA  October 30 1994,better you than me,better you than me,Ted Rosenthal,w08u2w68-jyac-em2c-q78j-6z97v83yxgzz
3667,Things That You Never Were,things that you never were,things that you never were,Ellis Marsalis,t34am6c0-hcr1-tjqu-clco-cco81ntk1ufx
3668,When A Woman Loves A Man,when a woman loves a man,when a woman loves a man,George Shearing,0oeanb0d-u9yi-bipm-s8z4-du7iemfhti8f
3669,Gotta Travel On,gotta travel on,gotta travel on,Eric Reed,qnk6db67-hjb1-9p2k-yndl-pz7l548nhg7v
3670,Breaking Up Breaking Out  Live At Maybeck Recital Hall Berkeley CA  January 27 1992,breaking up breaking out,breaking up breaking out,Jim McNeely,yx22qu7y-bfwf-zslc-cds1-y8kmtwvd8wn9
3671,Its All Right With Me  Live,its all right with me,its all right with me,Brad Mehldau,bphn3zwu-zav3-qbjr-m8rp-1n33r9uz06nt
3672,Five Views of Misterioso,five views of misterioso,five views of misterioso,Fred Hersch,sp035ts4-877j-bm2y-smly-izqhxwmpiaj7
3673,Peanut Butter,peanut butter,peanut butter,John Hicks,m10mplhu-bhjp-npi0-9426-7e2raamg2ger
3674,Goin Home Blues,goin home blues,goin home blues,Teddy Wilson,49cj37te-qfzv-4oco-rji0-kmyvpai4b7u1
3675,Blues For A Hip King,blues for a hip king,blues for a hip king,Abdullah Ibrahim,5bb4qeq6-mxye-devw-4hyj-wc0rasxvrfdj
3676,Satin Doll,satin doll,satin doll,Hank Jones,pjyqb29l-47z3-0w8a-47ot-5qktxlpybnh5
3677,Over The Rainbow,over the rainbow,over the rainbow,Erroll Garner,arhp997g-e477-rawz-ivu4-swlfsm3pvi9h
3678,Louise,louise,louise,Barry Harris,y1tob0hp-ylqa-k2yw-u3eb-0p4x4664fis4
3679,In a Sentimental Mood,in a sentimental mood,in a sentimental mood,Alan Pasqua,i5khcyic-lztv-6cgo-d4uy-kdhbzccr2rjl
3680,Detour Ahead  Live At Maybeck Recital Hall Berkeley CA  1990,detour ahead,detour ahead,Hal Galper,miwnvqyr-exvs-svqt-kuds-c22j7shoh5so
3681,Midnight Mood,midnight mood,midnight mood,Bill Evans,5tk0w9ks-6smm-sffk-80p0-rual0rdqtchg
3682,Parkers Mood  Live At Maybeck Recital Hall Berkeley CA  March 12 1990,parkers mood,parkers mood,Barry Harris,14c5njyg-dndu-2grk-8jry-bp9vxtdh8pde
3683,Bouncing with Bud,bouncin with bud,bouncing with bud,Andy Laverne,hnmucnuy-fexw-l2uy-5siz-6powqnzav59b
3684,Round Midnight  Live At Maybeck Recital Hall Berkeley CA  April 1990,round midnight,round midnight,Walter Norris,s4l9hsz6-ymbo-opua-mbr4-clt24vibet9q
3685,Joy Spring,joy spring,joy spring,Harold Mabern,3ffcufln-zuz3-va4f-kz8g-z5ijw9iqd3bl
3686,Con Alma,con alma,con alma,Mulgrew Miller,or6dpmpv-g0y5-ic5c-p7ia-751i112hspgn
3687,Impromptu,impromptu,impromptu,Eldar Djangirov,w1fbi4dk-dff4-p23r-r24v-cg2cxcakt9x1
3688,Old McDonald  Mulberry Bush  Skip to My Lou  Farmer in the Dell  Three Blind Mice,old mcdonald mulberry bush skip to my lou farmer in the dell three blind mice,old mcdonald mulberry bush skip to my lou farmer in the dell three blind mice,Bill Cunliffe,xximvbil-91ir-pa25-dcos-m8dha3tn7gda
3689,Ramonas Fancy,ramonas fancy,ramonas fancy,Mitchel Forman,82jyhspr-0c6y-i0ul-iwn1-ehmv0f5fv3vs
3690,Meet the Flintstones,meet the flintstones,meet the flintstones,Bill Cunliffe,p66dgp4q-udi2-nous-a17b-4m2fw43hi1mi
3691,Jordu,jordu,jordu,Mulgrew Miller,l7qch7ev-8g0l-o1zw-d7e2-ce7tu0c6oki8
3692,Polka Dots and Moonbeams,polka dots and moonbeams,polka dots and moonbeams,Alan Pasqua,xbiwynis-ueg2-ay3o-5kfb-hrtzwe3l61v8
3693,The End of a Love Affair,the end of a love affair,the end of a love affair,Beegie Adair,84kk251e-rk3f-47zj-1kwj-giohrbxx37ls
3694,In A Sentimental Mood,in a sentimental mood,in a sentimental mood,Michel Petrucciani,uim8b5ok-9uby-e2vl-sztf-h1gjsr3fao9g
3695,Jitterbug Waltz  Live,jitterbug waltz,jitterbug waltz,Stanley Cowell,r4pwb811-o4ww-chta-y3xn-kf0m61cfzxis
3696,Jitterbug Waltz,jitterbug waltz,jitterbug waltz,Dick Hyman,yu1948hr-ys4f-n9pu-ii67-w0mtr4ofwv67
3697,Once In A Blue Moon,once in a blue moon,once in a blue moon,Hiromi,wosgt09s-2ih7-ju7g-a7cq-wsa6m8t9el3w
3698,Oleo,i got rhythm,i got rhythm,Adam Birnbaum,a5ov0fes-i664-5m07-36eh-k9djgo4vhw9u
3699,Donna Lee,back home again in indiana,back home again in indiana,Eldar Djangirov,uyvqevvl-clgk-8g7a-bwsq-ljhcwygt6p4p
3700,Small room,small room,small room,George Colligan,wqcs9v3q-q3xu-5aoi-2ugu-f62wq4sdi261
3701,Lost Weekend,lost weekend,lost weekend,Bill Cunliffe,x582gkkk-iwgg-oeoy-37xm-46uueu8xsh0h
3702,Minute Steak,minute steak,minute steak,Teddy Wilson,xcvt4htq-h3bs-fkx3-h3ro-bbc4k3ogpw4f
3703,Salud Segovia,salud segovia,salud segovia,Erroll Garner,d3gg98b4-jtbb-r22w-m8yy-p5bvxb3cm33f
3704,Wade in the Water,wade in the water,wade in the water,Eric Reed,69gp4upm-k9xo-g2j4-skfr-7yb73k2nb3vq
3705,I Wish I Knew  Live At Maybeck Recital Hall Berkeley CA  May 9 1993,i wish i knew,i wish i knew,John Campbell,ygp5hkhl-aqyy-w078-l4nw-3qkvt0og5i5g
3706,Emaline,emaline,emaline,Roland Hanna,3xqpza0t-v4yv-gzkk-1l4u-c9iiiujxauwc
3707,Angels from the Realms of Glory,angels from the realms of glory,angels from the realms of glory,Bill Cunliffe,9sgizfeg-pbhq-a4ph-xpl9-f255hpe2v1cm
3708,How Much I Love You,how much i love you,how much i love you,Dick Hyman,6xjsg49h-ynnx-e2np-b64o-j8zoectn3r48
3709,Body  Soul,body and soul,body soul,Makoto Ozone,y9nodnpr-1jgr-d7ap-pqqs-68pk81vy46ra
3710,New York  Live At Maybeck Recital Hall Berkeley CA  August 27 1995,new york,new york,James Williams,ox0dsc6h-l4gw-ucj8-zmms-ccv20w95drzj
3711,Its All Right With Me  Live At Maybeck Recital Hall Berkeley CA  October 30 1994,its all right with me,its all right with me,Ted Rosenthal,u3er9bmp-zb0t-ax6a-jv64-3k5it22z81l1
3712,Two Sleepy People,two sleepy people,two sleepy people,Simon Mulligan,rsq2pkyz-56jf-281c-q16g-wde9wf4xv425
3713,Fee Fi Fo Fum,fee fi fo fum,fee fi fo fum,Kirk Lightsey,akpqz4nb-xlk2-urhk-kpwd-2xxmvjmwu9dw
3714,The Crave,the crave,the crave,Dick Hyman,ogqsrhgf-3bb8-nbvw-twhf-m68l4hp395eh
3715,I Dont Want To Cry Anymore  Live At Maybeck Recital Hall Berkeley CA  March 29 1992,i dont want to cry anymore,i dont want to cry anymore,Ellis Larkins,93w47eai-n8kx-0vlt-0ve7-kquxzv3ysvo2
3716,Everything Happens To Me Take 3,everything happens to me,everything happens to me,Thelonious Monk,zz7huq41-nocx-htm0-n9bt-lwhf1ju0gmzy
3717,Corcovado  Live,corcovado,corcovado,Oscar Peterson,k6v92siq-8ijq-2frz-1buc-ziqk8mbn2ul0
3718,Misty,misty,misty,Simon Mulligan,6r5rdmse-9z6l-n3a5-l86a-j7p9f1o1mddn
3719,Sentimental Foolishness,sentimental foolishness,sentimental foolishness,George Colligan,s4c4zuyu-i0fu-45in-s8c5-39f6os0vz9t5
3720,How To Handle A Woman  Live At Maybeck Recital Hall Berkeley CA  1991,how to handle a woman,how to handle a woman,Buddy Montgomery,4w3vy9dq-ja08-l77s-05op-bzgjop8arm4u
3721,Memories Of You,memories of you,memories of you,Art Tatum,8u67qmoe-59cx-fi1t-gqv6-81vofrvuruji
3722,Spring Will Be a Little Late This Year,spring will be a little late this year,spring will be a little late this year,Chris Anderson,lrhyzm8x-hp5o-j1z5-uhlu-ijplgoibbl2m
3723,Tookah,tookah,tookah,Abdullah Ibrahim,18mcef8h-ugdt-7zba-qqg2-rcgi3d94jciw
3724,Lullaby for Cedric,lullaby for cedric,lullaby for cedric,Roland Hanna,lqxwcewf-2yqz-5ts6-bqbw-vkxpe50bulou
3725,Django,django,django,Ray Bryant,cq6xt4p0-3f8z-4956-c4iz-9u276fqjkthy
3726,Guru  Live At Maybeck Recital Hall Berkeley CA  February 27 1994,guru,guru,Kenny Werner,vls7ney6-c9ld-8yox-v7we-p1zc01nkb13j
3727,Echoes,echoes,echoes,Fred Hersch,uq8zzcbk-kc3p-f63t-xjld-u0arr7eodgff
3728,Resignation  Live,resignation,resignation,Brad Mehldau,2wxzozqc-rmmi-a3jn-ttj7-q71ynossxyqi
3729,Im Gonna Laugh You Right out of My Life,im gonna laugh you right out of my life,im gonna laugh you right out of my life,Beegie Adair,vypnjeu0-f6n8-frwd-0dw1-5rj6j8iq1q2h
3730,Improvisation 1 Based On Coltrane Changes,giant steps,improvisation based on coltrane changes,Gonzalo Rubalcaba,bv4np5nm-od5q-d3hc-yqca-s32ey0eygkt7
3731,Who Cares  Live At Maybeck Recital Hall Berkeley CA  1991,who cares,who cares,Buddy Montgomery,bm1yvc90-ps1j-wiue-9khd-fytf1wxgd5tv
3732,For You,for you,for you,Oscar Peterson,gcj8qkw7-dcpv-k7g5-e204-9it0mnequdc3
3733,Everything I Have Is Yours,everything i have is yours,everything i have is yours,Art Tatum,daxrqr8y-7ptm-0ruz-o39s-bzctcye188i1
3734,Take The A Train  Live,take the a train,the a train,Oscar Peterson,96r2rhdh-t448-w8fe-52o2-c0c5f6pvas7j
3735,In Walked Bud,blue skies,blue skies,Eldar Djangirov,87hcws81-u3sa-osef-8m42-xocraz613dj6
3736,The Yellow Nimbus  Live in Paris  2018,the yellow nimbus,the yellow nimbus,Chick Corea,jr3298hu-ob30-ki44-6vbt-dhj5gpg1uz7s
3737,Echoes of Harlem,echoes of harlem,echoes of harlem,Dick Hyman,vosocuq6-2n7g-7gni-wm1g-oy0arz8ggxbp
3738,Harcourt Nights,harcourt nights,harcourt nights,Michel Legrand,4krvfeas-rxje-hw37-2dq7-znl1hb1qvdhe
3739,Over The Rainbow,over the rainbow,over the rainbow,Art Tatum,onh9cpzz-rhhi-4if4-asqn-hs4tdj00h4n3
3740,Ive Got the World on a String,ive got the world on a string,ive got the world on a string,Harold Mabern,g8gl1k5r-xdcm-8eka-9763-k0kzqxvcwpzm
3741,Id Do Anything For You,id do anything for you,id do anything for you,Clare Fischer,kyv1ohw8-hdhg-d59q-9ukr-ryaiv4ctd05v
3742,What a Friend We Have in Jesus,what a friend we have in jesus,what a friend we have in jesus,Cyrus Chestnut,7os1esgv-ghke-8ppx-tccy-pu4ugir75aqx
3743,Lil Darling,lil darlin,lil darling,Teddy Wilson,2dluyccz-47il-eafn-om2h-22tv0suzjhgg
3744,The Yellow Nimbus,the yellow nimbus,the yellow nimbus,Chick Corea,4ng22l5q-5rt7-4k8q-oell-3vdv7a965qpn
3745,Martha My Dear  Live,martha my dear,martha my dear,Brad Mehldau,io785fia-e5vi-3q69-4q45-t6z4gb33aa1s
3746,Time Into Space Into Time,time into space into time,time into space into time,Jason Moran,effzylfw-oqlw-6lyk-oius-77verjg4xlj9
3747,Con Alma 3,con alma,con alma,Gonzalo Rubalcaba,buwdqxcp-ovf1-qcsp-6svi-b5qa19pzwk73
3748,Night And Day,night and day,night and day,Art Tatum,cyfyphxl-rmrt-afjw-e952-q86jl3s5co4p
3749,Little Red Ribbon,little red ribbon,little red ribbon,Jacky Terrasson,iwr5pgcf-s5f3-3odu-8t1q-6c0bt55aek99
3750,Just Squeeze Me,squeeze me,just squeeze me,Hank Jones,uxj8v93w-q2q6-vnow-kva1-zvi44m8h6k1l
3751,But Not For Me 2,but not for me,but not for me,David Berkman,f1mpmuz3-w1t9-yus9-ijs3-q88bpa06v0ca
3752,John OGroats,john ogroats,john ogroats,George Shearing,ask0ew3s-sdxr-hjso-rymx-ead1zpxryox4
3753,I Waited For You,i waited for you,i waited for you,Horace Parlan,pahsuezv-sbj6-1jlt-7p4c-jnm9zqff8a29
3754,Turn Around  Live At Maybeck Recital Hall Berkeley CA  January 20 1991,turnaround,turn around,Marian McPartland,by3bns3i-1tdr-x191-0ssy-xe2vhbmqnmc1
3755,A Real Slow Drag from Treemonisha  Instrumental,a real slow drag from treemonisha,a real slow drag from treemonisha,Marcus Roberts,24ge8tsb-nsd0-t8mc-yix2-otv3aplb99ef
3756,Kitten On The Keys,kitten on the keys,kitten on the keys,Dick Hyman,efbz4thq-2gh4-mffw-0tnm-1blticfnormc
3757,Hungarian Dance,hungarian dance,hungarian dance,Oscar Peterson,qfz8jllz-3vq6-gt37-s2fs-7zqh883sky5t
3758,Elite Syncopation  Instrumental,elite syncopation,elite syncopation,Marcus Roberts,iom462j7-4j7q-1snt-unrp-84to77sfe6ob
3759,Prelude 4 Op,prelude op,prelude op,Chick Corea,vzlexgh9-cfsu-wlt9-77ce-niw32kw02908
3760,Just Friends,just friends,just friends,Chris Anderson,txq0u673-dwo7-xs81-t8yy-k24gitv8l35d
3761,Leave Me Alone  Live At Maybeck Recital Hall Berkeley CA  March 29 1992,leave me alone,leave me alone,Ellis Larkins,c2o9eest-838x-pukd-fpoh-0g6595kwbozx
3762,Psalm 8,darn that dream,darn that dream,Eric Reed,u2iffdiq-0kb7-512p-1lis-03ionkmjjhrc
3763,Hank,hank,hank,Gerald Clayton,nqjscojn-6xml-5pfq-cc7q-pzep44t8v1xm
3764,Monks Point,monks point,monks point,Thelonious Monk,l9tyejuf-qezw-nvva-mr32-gwa1y6s0enjx
3765,How High the Moon,how high the moon,how high the moon,Dick Hyman,mxpvp7lk-zf4g-6sfp-5ld8-m4cu55a9vm08
3766,How High The Moon,how high the moon,how high the moon,Barry Harris,hfs0fw1a-irjx-oz30-8eja-dx2nyi8qv82w
3767,Someone To Watch Over Me,someone to watch over me,someone to watch over me,Keith Jarrett,nzlxyomy-nd0h-cax9-trjb-fwm81agxnv0d
3768,Sophisticated Lady,sophisticated lady,sophisticated lady,Cedar Walton,2nav0nyp-e20h-v0h3-p9rc-z43scdh2f5cu
3769,My Funny Valentine,my funny valentine,my funny valentine,Jed Distler,ntzhp800-6u9f-y4ew-92ys-7f48o3dlk1sl
3770,Serenity,serenity,serenity,David Berkman,kgr9v8s5-dguj-8fl3-b2cx-d3yhi7qnqhf0
3771,Spring Is Here  Live,spring is here,spring is here,Richard Beirach,mgtir5sv-y5h3-r94i-y3ef-09beir4wmild
3772,Sunday  Instrumental,sunday,sunday,Hank Jones,0zvucvuf-lp1f-6itw-4tqe-kzvruqqhiks7
3773,Mr,mr,mr,Hiromi,dpipvxap-xu4z-2tk6-jzdi-r2ze0cvxtiib
3774,Ask Me Now Take 1,ask me now,ask me now,Thelonious Monk,8rimdq68-0h6r-7toa-wng3-mf6edfzuisvo
3775,Carolina Shout,carolina shout,carolina shout,Dick Hyman,z5vfu36e-8rzi-d6ms-osyu-k81jiqr8hrlb
3776,Squeeze Me  Instrumental,squeeze me,squeeze me,Hank Jones,lcyyturr-35zp-j2ty-nvpj-wvijnf1for75
3777,Anticipation,anticipation,anticipation,Roland Hanna,447l1ewa-nqel-0875-243n-ae2shp5d0231
3778,Chapter One,chapter one,chapter one,Ellis Marsalis,kbro7zmn-rgdt-pmy4-jxfa-1cs6fy9ei6cq
3779,Body And Soul,body and soul,body and soul,Barry Harris,xizdzrq1-t61s-yrs2-velx-k97szpif1ohu
3780,Strike Up The Band,strike up the band,strike up the band,Joanne Brackeen,10pi2gsi-sx81-r3uq-3t00-ec0ky6qcn0lu
3781,Ancient Future,ancient future,ancient future,Randy Weston,j57ocbmx-9n5q-scz8-9f94-kocjgyjnm75y
3782,All Alone,all alone,all alone,Dave McKenna,r7o2nayt-8vjd-lnog-oabk-5vkj5w57i4oe
3783,Aspen,aspen,aspen,Abdullah Ibrahim,c2gsu38o-pbdg-uzxv-wu7a-s7nwlwckouv9
3784,Blues in GWillow Weep for Me,blues in gwillow weep for me,blues in gwillow weep for me,Ray Bryant,1o4q1cwt-wwgr-tqfj-okpa-wicar7nhkgjz
3785,Cool Walk,cool walk,cool walk,Benny Green,8pa0vjx5-az9i-ztp4-4t4h-9irjdluzp4la
3786,Rose Got It Bad in Harlem,rose got it bad in harlem,rose got it bad in harlem,Abdullah Ibrahim,f3fk0v3s-jc6h-lcif-amwz-h5f8x3e88f9j
3787,Yellow Dolphin Street,green dolphin street,green dolphin street,Tete Montoliu,3cqu2nsv-4wh0-z0k2-656q-jqj8jnjnj0sa
3788,Moon Glow,moonglow,moon glow,Art Tatum,5z8wc0qv-jlug-mqb8-fic4-p3kc474s0gh8
3789,Then Youve Never Been Blue,then youve never been blue,then youve never been blue,Erroll Garner,ivsdz41h-v0xi-btks-fh8j-eyamh35jmywf
