,pianist,track,duration,album,composition,setting,split
456,Kenny Drew,pijama/drewk-asimpleneed-unaccompanied-xxxx-krntn236,182.5,Kenny Drew (SoloDuo),a simple need,solo,train
457,Brad Mehldau,pijama/mehldaub-lithiumlive-unaccompanied-xxxx-z0gbl95p,238.55729166666666,Brad Mehldau (Live in Marciac),lithium,solo,train
458,Brad Mehldau,pijama/mehldaub-onthestreetwhereyoulive-unaccompanied-xxxx-5aby8jzr,422.18359375,Brad Mehldau (10 Years Solo Live),on the street where you live,solo,train
459,Oscar Peterson,pijama/petersono-yesterdays-unaccompanied-xxxx-1pexm941,198.06770833333331,Oscar Peterson (1951),yesterdays,solo,train
460,Cedar Walton,pijama/waltonc-zingarocaminhoscruzadoslive-unaccompanied-xxxx-u34ivpjx,439.38932291666663,Cedar Walton (The Maybeck Recital Series Vol 25),zingaro,solo,train
461,Gene Harris,pijama/harrisg-elephantblossombluesliveat-unaccompanied-xxxx-lxc1v8py,288.19921875,Gene Harris (The Maybeck Recital Series Vol 23),elephant blossom blues,solo,train
462,John Hicks,pijama/hicksj-naomislovesong-unaccompanied-xxxx-j4z5bhnr,178.0234375,John Hicks (Hicks Time),naomis love song,solo,train
463,Chick Corea,pijama/coreac-bagatelle4-unaccompanied-xxxx-9tm4ucsl,306.7421875,Chick Corea (Solo Piano   Portraits),bagatelle,solo,train
464,Abdullah Ibrahim,pijama/ibrahima-twospirituals-unaccompanied-xxxx-nuzpd1eg,397.01953125,Abdullah Ibrahim (Ode to Duke Ellington At Dukes Place),two spirituals,solo,train
465,Cedar Walton,pijama/waltonc-bluesformyself-unaccompanied-xxxx-xksybfl6,230.62760416666666,Cedar Walton (Blues For Myself Piano Solo),blues for myself,solo,train
466,Abdullah Ibrahim,pijama/ibrahima-intheevening-unaccompanied-xxxx-gddwkqw8,188.5,Abdullah Ibrahim (Senzo),in the evening,solo,train
467,Thelonious Monk,pijama/monkt-askmenow-unaccompanied-xxxx-7mh1wybr,276.87890625,Thelonious Monk (Solo Monk),ask me now,solo,train
468,Chick Corea,pijama/coreac-portrait2krakow-unaccompanied-xxxx-gkzblaks,97.0390625,Chick Corea (Solo Piano   Portraits),portrait krakow,solo,train
469,Brad Mehldau,pijama/mehldaub-bittersweetsymphonywaterloosunset-unaccompanied-xxxx-htu1wae1,950.1953125,Brad Mehldau (10 Years Solo Live),bittersweet symphony waterloo sunset,solo,train
470,Keith Jarrett,pijama/jarrettk-pt-unaccompanied-xxxx-44nddfph,232.5,Keith Jarrett (Paris  London Testament),pt,solo,train
471,McCoy Tyner,pijama/tynerm-tivoli-unaccompanied-xxxx-zzs1xka8,275.359375,McCoy Tyner (Soliloquy),tivoli,solo,train
472,Brad Mehldau,pijama/mehldaub-gethappylive-unaccompanied-xxxx-5ymiirrg,750.3893229166666,Brad Mehldau (10 Years Solo Live),get happy,solo,train
473,Abdullah Ibrahim,pijama/ibrahima-kalaharipleiades-unaccompanied-xxxx-3tkpzq07,368.0390625,Abdullah Ibrahim (The Song Is My Story),kalahari pleiades,solo,train
474,Abdullah Ibrahim,pijama/ibrahima-forcoltranept-unaccompanied-xxxx-f8gv7ypn,57.30989583333333,Abdullah Ibrahim (The Song Is My Story),for coltrane,solo,train
475,Brad Mehldau,pijama/mehldaub-vii-unaccompanied-xxxx-080f3kwy,111.04036458333333,Brad Mehldau (Suite   April 2020),vii,solo,train
476,Cedar Walton,pijama/waltonc-youremyeverythingliveat-unaccompanied-xxxx-jmrkcfpg,236.84895833333331,Cedar Walton (The Maybeck Recital Series Vol 25),youre my everything,solo,train
477,Keith Jarrett,pijama/jarrettk-ritooria-unaccompanied-xxxx-z63haqac,348.8450520833333,Keith Jarrett (Facing You),ritooria,solo,train
478,Geri Allen,pijama/alleng-mammasbabies-unaccompanied-xxxx-oulhvv86,332.6497395833333,Geri Allen (Home Grown),mammas babies,solo,train
479,Cedar Walton,pijama/waltonc-darnthatdreamliveat-unaccompanied-xxxx-9azkmzje,309.9895833333333,Cedar Walton (The Maybeck Recital Series Vol 25),darn that dream,solo,train
480,Gene Harris,pijama/harrisg-angeleyesliveatmaybeck-unaccompanied-xxxx-u77ogeao,387.5,Gene Harris (The Maybeck Recital Series Vol 23),angel eyes,solo,train
481,John Hicks,pijama/hicksj-allofyouliveat-unaccompanied-xxxx-lw275dqy,297.20963541666663,John Hicks (The Maybeck Recital Series Vol 7),all of you,solo,train
482,Thelonious Monk,pijama/monkt-theresdangerinyoureyescherie-unaccompanied-xxxx-ez306w7c,244.25,Thelonious Monk (Thelonious Alone In San Francisco),theres danger in your eyes cherie,solo,train
483,Brad Mehldau,pijama/mehldaub-riverman-unaccompanied-xxxx-ci96loy4,503.0559895833333,Brad Mehldau (Live in Tokyo),river man,solo,train
484,Brad Mehldau,pijama/mehldaub-ii-unaccompanied-xxxx-2kpra4dz,134.70963541666666,Brad Mehldau (Suite   April 2020),ii,solo,train
485,Kenny Barron,pijama/barronk-calypso-unaccompanied-xxxx-7kiii8yr,241.15494791666666,Kenny Barron (At The Piano),calypso,solo,train
486,John Hicks,pijama/hicksj-remindsme-unaccompanied-xxxx-pdb6d43p,292.75,John Hicks (Hicks Time),reminds me,solo,train
487,Chick Corea,pijama/coreac-duskinsandilive-unaccompanied-xxxx-hrgc4h9b,342.5,Chick Corea (Solo Piano   Standards),dusk in sandi,solo,train
488,Teddy Wilson,pijama/wilsont-sunday-unaccompanied-xxxx-1gc4easf,141.57942708333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),sunday,solo,train
489,Chick Corea,pijama/coreac-childrenssong10-unaccompanied-xxxx-aa9tp8hq,256.02994791666663,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
490,Chick Corea,pijama/coreac-waltzfordebbylivein-unaccompanied-xxxx-f8hosun0,446.3489583333333,Chick Corea (Plays),waltz for debby,solo,train
491,Chick Corea,pijama/coreac-roundmidnightlive-unaccompanied-xxxx-rkbstdhy,448.81901041666663,Chick Corea (Solo Piano   Standards),round midnight,solo,train
492,Oscar Peterson,pijama/petersono-ivegotrhythm-unaccompanied-xxxx-bvp9i4cd,169.57942708333331,Oscar Peterson (1951),i got rhythm,solo,train
493,Abdullah Ibrahim,pijama/ibrahima-nisa-unaccompanied-xxxx-4c05d1ks,379.9895833333333,Abdullah Ibrahim (Senzo),nisa,solo,train
494,Abdullah Ibrahim,pijama/ibrahima-district6-unaccompanied-xxxx-d1xqqkf1,62.5,Abdullah Ibrahim (Solotude),district,solo,train
495,Abdullah Ibrahim,pijama/ibrahima-bluebolero-unaccompanied-xxxx-wggvfc0t,369.9895833333333,Abdullah Ibrahim (Senzo),blue bolero,solo,train
496,Thelonious Monk,pijama/monkt-dinahtake1-unaccompanied-xxxx-h4h77mbr,139.5859375,Thelonious Monk (Solo Monk),dinah,solo,train
497,Abdullah Ibrahim,pijama/ibrahima-bluebolerofirstreprise-unaccompanied-xxxx-jn62hyls,38.64973958333333,Abdullah Ibrahim (Solotude),blue bolero,solo,train
498,Chick Corea,pijama/coreac-childrenssong9-unaccompanied-xxxx-kxrc49sp,70.64713541666666,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
499,Hank Jones,pijama/jonesh-myheartstoodstill-unaccompanied-xxxx-90ink3it,154.03385416666666,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),my heart stood still,solo,train
500,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-nhh934eo,208.55989583333331,Chick Corea (Plays),childrens song,solo,train
501,McCoy Tyner,pijama/tynerm-effendi-unaccompanied-xxxx-86dpp9of,240.0,McCoy Tyner (Soliloquy),effendi,solo,train
502,Thelonious Monk,jtd/monkt-lizaallthecloudsllroll-pettifordoblakeya-1956-97f12de7,58.959635416666664,Thelonious Monk (The Unique Thelonious Monk),liza,trio,train
503,Bill Evans,jtd/evansb-oneforhelen-gomezemorellm-1975-a8cedfa9,109.98958333333333,Bill Evans (Blue in Green The Concert in Canada),one for helen,trio,train
504,Bill Evans,jtd/evansb-stellabystarlight-gomezejoep-1966-0af298a5,29.989583333333332,Bill Evans (The Complete Bill Evans on Verve),stella by starlight,trio,train
505,Hank Jones,jtd/jonesh-interface-mrazgwashingtonk-1991-5076deb8,109.98958333333333,Hank Jones (Hank Jones Trio),interface,trio,train
506,Stanley Cowell,jtd/cowells-brilliantcircles-thomascthomasw-1993-f91f632d,162.5,Stanley Cowell (Live at Copenhagen Jazz House),brilliant circles,trio,train
507,Oscar Peterson,jtd/petersono-yousteppedoutofa-jonessdurhamb-1970-43e2fd27,89.98958333333333,Oscar Peterson (Tristeza on Piano),you stepped out of a dream,trio,train
508,Ahmad Jamal,jtd/jamala-oneformiles-nasserjlampkinc-1964-c68f6f7d,160.109375,Ahmad Jamal (Naked City Theme),one for miles,trio,train
509,Bill Evans,jtd/evansb-emily-gomezedejohnettej-1967-49966de1,49.98958333333333,Bill Evans (Another Time  The Hilversum Concert),emily,trio,train
510,John Hicks,jtd/hicksj-bouncingwithbud-drummondrsmittym-1993-c1fb6eb7,156.70963541666666,John Hicks (Beyond Expectations),bouncin with bud,trio,train
511,Bill Evans,jtd/evansb-oleo-jonessjoep-1958-0da512cf,48.955729166666664,Bill Evans (Everybody Digs Bill Evans),i got rhythm,trio,train
512,Oscar Peterson,jtd/petersono-thereisnogreaterlove-brownrthigpene-1961-dc8ea579,172.5,Oscar Peterson (The London House Sessions),no greater love,trio,train
513,Keith Jarrett,jtd/jarrettk-bouncinwithbud-peacockgdejohnettej-1998-5ee5c7f3,339.9895833333333,Keith Jarrett (After the Fall),bouncin with bud,trio,train
514,Oscar Peterson,jtd/petersono-tonight-brownrthigpene-1960-74a9e6ce,162.5,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),tonight,trio,train
515,Tommy Flanagan,jtd/flanagant-birdsong-bettsksmithj-1978-1b95a78c,139.98958333333331,Tommy Flanagan (Something Borrowed Something Blue),birdsong,trio,train
516,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-3148b6ff,39.01953125,Bill Evans (Consecration),my romance,trio,train
517,Bill Evans,jtd/evansb-ttttwelvetonetune-gomezemorellm-1971-360d7a67,43.6796875,Bill Evans (The Bill Evans Album),twelve tone tune,trio,train
518,Bill Evans,jtd/evansb-israel-lafarosmotianp-1960-96983faa,79.98958333333333,Bill Evans (Explorations),israel,trio,train
519,Hank Jones,jtd/jonesh-bluemonk-mrazgwashingtonk-1991-c20e31ce,88.00911458333333,Hank Jones (Hank Jones Trio),blue monk,trio,train
520,Oscar Peterson,jtd/petersono-itaintnecessarilyso-brownrthigpene-1964-4f77ab69,109.98958333333333,Oscar Peterson (In Tokyo 1964),it aint necessarily so,trio,train
521,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-8907b003,137.97916666666666,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),bills hit tune,trio,train
522,Kenny Drew,jtd/drewk-thisisthemoment-rstedntootiea-1974-46529806,209.98958333333331,Kenny Drew (If You Could See Me Now),this is the moment,trio,train
523,Chick Corea,jtd/coreac-soinlove-patituccijweckld-1989-1c171b01,99.86979166666666,Chick Corea (Chick Corea Akoustic Band),so in love,trio,train
524,Bill Evans,jtd/evansb-beautifullovetake2-lafarosmotianp-1960-3ab52308,38.924479166666664,Bill Evans (The Complete Riverside Recordings),beautiful love,trio,train
525,Hank Jones,jtd/jonesh-hankyouthank-hintonmrosengardenb-1977-5e637f3b,92.5,Hank Jones (The Trio),hank you thank,trio,train
526,Tommy Flanagan,jtd/flanagant-quietude-lundgaardjnashl-1993-09b83102,128.96875,Tommy Flanagan (Lets Play the Music of Thad Jones),quietude,trio,train
527,Oscar Peterson,jtd/petersono-woodynyou-brownrthigpene-1961-5c12a401,99.23958333333333,Oscar Peterson (The London House Sessions),woodyn you,trio,train
528,Tommy Flanagan,jtd/flanagant-birdsong-washingtonpnashl-1997-1538c8eb,206.54947916666666,Tommy Flanagan (Sunset and the Mockingbird),birdsong,trio,train
529,John Hicks,jtd/hicksj-expectations-drummondrsmittym-1993-78892a40,226.89973958333331,John Hicks (Beyond Expectations),expectations,trio,train
530,Hank Jones,jtd/jonesh-youngnomore-duviviergjacksono-1977-f7d683f6,132.5,Hank Jones (I Remember You),young no more,trio,train
531,John Hicks,jtd/hicksj-daydream-dolphindbrooksc-1997-a1b552e8,149.98958333333331,John Hicks (A Billy Strayhorn Songbook Something to Live For),daydream,trio,train
532,McCoy Tyner,jtd/tynerm-momentsnotice-mrazgfostera-1997-79d34747,139.98958333333331,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),moments notice,trio,train
533,Kenny Barron,jtd/barronk-forheavenssake-mrazgrileyb-2009-78c604cf,129.98958333333331,Kenny Barron (Minor Blues),for heavens sake,trio,train
534,Ahmad Jamal,jtd/jamala-darnthatdream-crosbyifournierv-1959-0abd7fe6,89.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),darn that dream,trio,train
535,Ahmad Jamal,jtd/jamala-stompinatthesavoy-crosbyifournierv-1958-d39b91f2,99.98958333333333,Ahmad Jamal (Ahmads Blues),stompin at the savoy,trio,train
536,Bill Evans,jtd/evansb-emily-gomezemorellm-1969-baa330b7,39.98958333333333,Bill Evans (Autumn Leaves),emily,trio,train
537,Tommy Flanagan,jtd/flanagant-beatsup-washingtonpnashl-1996-9433aca7,129.98958333333331,Tommy Flanagan (Sea Changes),beats up,trio,train
538,Bill Evans,jtd/evansb-beautifullovetake1-lafarosmotianp-1961-fab8e8ee,89.98958333333333,Bill Evans (The Complete Riverside Recordings),beautiful love,trio,train
539,Keith Jarrett,jtd/jarrettk-butchbutch-peacockgdejohnettej-1993-f7a18180,298.0989583333333,Keith Jarrett (Live at Open Theater East),butch butch,trio,train
540,Tommy Flanagan,jtd/flanagant-caravan-bettskdurhamb-1975-98522a11,269.5598958333333,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),caravan,trio,train
541,Kenny Drew,jtd/drewk-summertime-rstednthigpene-1982-acf3f942,82.5,Kenny Drew (The Lullaby),summertime,trio,train
542,Bill Evans,jtd/evansb-iloveyou-furtadoebeldinia-1966-1784be16,92.5,Bill Evans (The Complete Bill Evans on Verve),i love you,trio,train
543,Cedar Walton,jtd/waltonc-shortcomings-williamsdhigginsb-1985-fe016ba6,99.54947916666666,Cedar Walton (Cedar),short comings,trio,train
544,Bill Evans,jtd/evansb-twelvetonetune-gomezemorellm-1972-80539732,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 2),twelve tone tune,trio,train
545,John Hicks,jtd/hicksj-itgetsbettereverytime-dolphindbrooksc-1997-43d821cd,88.82942708333333,John Hicks (Nightwind An Erroll Garner Songbook),it gets better everytime,trio,train
546,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-f631ae2a,59.82942708333333,Bill Evans (The Last Waltz),turn out the stars,trio,train
547,Oscar Peterson,jtd/petersono-ongreendolphinstreet-brownrthigpene-1961-940fa118,199.97916666666666,Oscar Peterson (The Sound Of The Trio),green dolphin street,trio,train
548,Kenny Barron,jtd/barronk-stellabystarlight-carterrcobhamb-2003-63b7639c,199.98958333333331,Kenny Barron (Live in Japan 2003),stella by starlight,trio,train
549,Junior Mance,jtd/mancej-ladybird-woodejdurhamb-1994-d111c9ec,109.98958333333333,Junior Mance (Softly as in a Morning Sunrise),ladybird,trio,train
550,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-0ac208d7,37.4296875,Bill Evans (Consecration),my romance,trio,train
551,Oscar Peterson,jtd/petersono-moanin-jonesshayesl-1966-0f5ae211,111.51953125,Oscar Peterson (Live The Champslyses 1965 Pleyel 1966),moanin,trio,train
552,Tommy Flanagan,jtd/flanagant-thebalancedscalesthe-washingtonpnashl-1997-6eb3a13e,27.955729166666664,Tommy Flanagan (Sunset and the Mockingbird),the balanced scales,trio,train
553,Keith Jarrett,jtd/jarrettk-lifebetweentheexitsigns-hadencmotianp-1968-cfe7ec36,149.19921875,Keith Jarrett (Somewhere Before The Atlantic Years 19681975),life between the exit signs,trio,train
554,Oscar Peterson,jtd/petersono-homeagain-brownrthigpene-1960-daeab74d,28.959635416666664,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),home again,trio,train
555,Bill Evans,jtd/evansb-allofyoutake1-lafarosmotianp-1961-d5c8548b,119.98958333333333,Bill Evans (The Village Vanguard Sessions),all of you,trio,train
556,Bill Evans,jtd/evansb-nardis-gomezemorellm-1969-d96b0901,59.98958333333333,Bill Evans (Youre Gonna Hear From Me),nardis,trio,train
557,Cedar Walton,jtd/waltonc-suntoryblues-jonesshigginsb-1974-c4b26116,169.98958333333331,Cedar Walton (Pit Inn),suntory blues,trio,train
558,Bill Evans,jtd/evansb-californiahereicome-gomezejoep-1967-fc6dbef4,88.95963541666666,Bill Evans (California Here I Come),california here i come,trio,train
559,John Hicks,jtd/hicksj-kidsknow-mrazgmuhammadi-1997-19c79eea,118.46875,John Hicks (Newklear Music),kids know,trio,train
560,Teddy Wilson,jtd/wilsont-theduke-holleymdahlandern-1959-c030ff4d,49.98958333333333,Teddy Wilson (And Then They Wrote),duke,trio,train
561,Junior Mance,jtd/mancej-fallinginlovewithlove-bettskwilliamsj-1994-d6eca5e5,149.40885416666666,Junior Mance (Blue Mance),falling in love with love,trio,train
562,Tommy Flanagan,jtd/flanagant-zec-lundgaardjnashl-1993-201e6e60,59.98958333333333,Tommy Flanagan (Lets Play the Music of Thad Jones),zec,trio,train
563,Oscar Peterson,jtd/petersono-stellabystarlight-jonesshayesl-1966-990184dc,129.98958333333331,Oscar Peterson (Live The Champslyses 1965 Pleyel 1966),stella by starlight,trio,train
564,Bill Evans,jtd/evansb-gloriasstep-gomezemorellm-1972-b519428f,128.80989583333331,Bill Evans (Momentum),glorias step,trio,train
565,Abdullah Ibrahim,jtd/ibrahima-forcoltrane-bullockbkunenes-2001-513932e6,72.5,Abdullah Ibrahim (African Magic),for coltrane,trio,train
566,Tommy Flanagan,jtd/flanagant-giantsteps-mrazgfostera-1982-792f8e7a,139.98958333333331,Tommy Flanagan (Giant Steps In Memory of John Coltrane),giant steps,trio,train
567,Tommy Flanagan,jtd/flanagant-fridaythe13th-bettsksmithj-1977-691af139,129.98958333333331,Tommy Flanagan (Something Borrowed Something Blue),friday the 13th,trio,train
568,Thelonious Monk,jtd/monkt-imeanyou-mckibbonablakeya-1971-537d3c05,225.97265625,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),i mean you,trio,train
569,Ahmad Jamal,jtd/jamala-daahoud-heardjisraely-1992-0297e792,39.25,Ahmad Jamal (Chicago Revisited),daahoud,trio,train
570,Ahmad Jamal,jtd/jamala-tranquility-nasserjgantf-1967-4cc954d6,279.9895833333333,Ahmad Jamal (Tranquility),tranquility,trio,train
571,Bill Evans,jtd/evansb-perisscope-gomezemorellm-1973-0e6c1811,76.96875,Bill Evans (Live In Paris 1972 Vol 3),peris scope,trio,train
572,Ahmad Jamal,jtd/jamala-itcouldhappentoyou-crosbyifournierv-1958-428c7e1e,89.98958333333333,Ahmad Jamal (Ahmads Blues),it could happen to you,trio,train
573,Gene Harris,jtd/brownr-captainbill-harrisgrokerm-1984-55344881,29.989583333333332,Gene Harris (The Best of the Concord Years),captain bill,trio,train
574,Bill Evans,jtd/evansb-beautifullove-johnsonmlabarberaj-1979-afd1a0de,86.80989583333333,Bill Evans (The Paris Concert Edition One),beautiful love,trio,train
575,Tommy Flanagan,jtd/flanagant-myshininghour-mrazgkayc-1977-8ae917cc,112.5,Tommy Flanagan (Plays the Music of Harold Arlen),my shining hour,trio,train
576,Abdullah Ibrahim,jtd/ibrahima-airoloblue-gertzejntshokom-1965-a1db4e2c,69.98958333333333,Abdullah Ibrahim (Round Midnight at the Montmartre),airolo blue,trio,train
577,Bill Evans,jtd/evansb-songfrommashsuicideis-johnsonmlabarberaj-1980-f99669a6,99.98958333333333,Bill Evans (Consecration),song from mash suicide is painless,trio,train
578,Bill Evans,jtd/evansb-stareyes-gomezemannes-1966-6efdf545,49.908854166666664,Bill Evans (The Complete Bill Evans on Verve),star eyes,trio,train
579,Bill Evans,jtd/evansb-sleepinbee-gomezemorellm-1969-5a2f7f8a,39.98958333333333,Bill Evans (Jazzhouse),sleepin bee,trio,train
580,Ahmad Jamal,jtd/jamala-whatisthisthingcalled-crosbyifournierv-1961-41d8df86,61.979166666666664,Ahmad Jamal (The Complete 1961 Alhambra Performances),what is this thing called love,trio,train
581,Kenny Barron,jtd/barronk-bemshaswing-reidrwaitsf-1984-51c9b63f,198.0,Kenny Barron (New York Attitude),bemsha swing,trio,train
582,Bill Evans,jtd/evansb-five-johnsonmlabarberaj-1980-12482cc1,38.109375,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),five,trio,train
583,McCoy Tyner,jtd/tynerm-willyoustillbemine-sharpeascotta-1989-f77d8793,209.0,McCoy Tyner (Live at Sweet Basil),will you still be mine,trio,train
584,Brad Mehldau,jtd/mehldaub-cheryl-grenadierlballardj-2013-5b112407,198.83984375,Brad Mehldau (Blues and Ballads),cheryl,trio,train
585,Junior Mance,jtd/mancej-intheevening-cranshawbrokerm-1963-fc18d5f4,132.5,Junior Mance (Juniors Blues),in the evening,trio,train
