,pianist,track,duration,album,composition,setting,split
475,McCoy Tyner,pijama/tynerm-tivoli-unaccompanied-xxxx-zzs1xka8,275.359375,McCoy Tyner (Soliloquy),tivoli,solo,train
476,Brad Mehldau,pijama/mehldaub-gethappylive-unaccompanied-xxxx-5ymiirrg,750.3893229166666,Brad Mehldau (10 Years Solo Live),get happy,solo,train
477,Abdullah Ibrahim,pijama/ibrahima-kalaharipleiades-unaccompanied-xxxx-3tkpzq07,368.0390625,Abdullah Ibrahim (The Song Is My Story),kalahari pleiades,solo,train
478,Abdullah Ibrahim,pijama/ibrahima-forcoltranept-unaccompanied-xxxx-f8gv7ypn,57.30989583333333,Abdullah Ibrahim (The Song Is My Story),for coltrane,solo,train
479,Stanley Cowell,pijama/cowells-nefertitiliveatmaybeckrecital-unaccompanied-xxxx-p4n3c2lo,289.109375,Stanley Cowell (The Maybeck Recital Series Vol 5),nefertiti,solo,train
480,Keith Jarrett,pijama/jarrettk-ritooria-unaccompanied-xxxx-z63haqac,348.8450520833333,Keith Jarrett (Facing You),ritooria,solo,train
481,Chick Corea,pijama/coreac-pastimeparadise-unaccompanied-xxxx-b1r7ncjl,276.25,Chick Corea (Solo Piano   Portraits),pastime paradise,solo,train
482,Gene Harris,pijama/harrisg-angeleyesliveatmaybeck-unaccompanied-xxxx-u77ogeao,387.5,Gene Harris (The Maybeck Recital Series Vol 23),angel eyes,solo,train
483,Thelonious Monk,pijama/monkt-theresdangerinyoureyescherie-unaccompanied-xxxx-ez306w7c,244.25,Thelonious Monk (Thelonious Alone In San Francisco),theres danger in your eyes cherie,solo,train
484,Brad Mehldau,pijama/mehldaub-riverman-unaccompanied-xxxx-ci96loy4,503.0559895833333,Brad Mehldau (Live in Tokyo),river man,solo,train
485,Kenny Barron,pijama/barronk-calypso-unaccompanied-xxxx-7kiii8yr,241.15494791666666,Kenny Barron (At The Piano),calypso,solo,train
486,John Hicks,pijama/hicksj-remindsme-unaccompanied-xxxx-pdb6d43p,292.75,John Hicks (Hicks Time),reminds me,solo,train
487,Chick Corea,pijama/coreac-duskinsandilive-unaccompanied-xxxx-hrgc4h9b,342.5,Chick Corea (Solo Piano   Standards),dusk in sandi,solo,train
488,Teddy Wilson,pijama/wilsont-sunday-unaccompanied-xxxx-1gc4easf,141.57942708333331,Teddy Wilson (Solo Piano  The Keystone Transriptions),sunday,solo,train
489,Chick Corea,pijama/coreac-childrenssong10-unaccompanied-xxxx-aa9tp8hq,256.02994791666663,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
490,Hank Jones,pijama/jonesh-dontblameme-unaccompanied-xxxx-o2sdrcm5,173.00390625,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),dont blame me,solo,train
491,Chick Corea,pijama/coreac-waltzfordebbylivein-unaccompanied-xxxx-f8hosun0,446.3489583333333,Chick Corea (Plays),waltz for debby,solo,train
492,Chick Corea,pijama/coreac-roundmidnightlive-unaccompanied-xxxx-rkbstdhy,448.81901041666663,Chick Corea (Solo Piano   Standards),round midnight,solo,train
493,Oscar Peterson,pijama/petersono-ivegotrhythm-unaccompanied-xxxx-bvp9i4cd,169.57942708333331,Oscar Peterson (1951),i got rhythm,solo,train
494,Abdullah Ibrahim,pijama/ibrahima-nisa-unaccompanied-xxxx-4c05d1ks,379.9895833333333,Abdullah Ibrahim (Senzo),nisa,solo,train
495,Abdullah Ibrahim,pijama/ibrahima-bluebolero-unaccompanied-xxxx-wggvfc0t,369.9895833333333,Abdullah Ibrahim (Senzo),blue bolero,solo,train
496,Hank Jones,pijama/jonesh-ifihadyou-unaccompanied-xxxx-yy3a1po2,170.37890625,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),if i had you,solo,train
497,Thelonious Monk,pijama/monkt-dinahtake1-unaccompanied-xxxx-h4h77mbr,139.5859375,Thelonious Monk (Solo Monk),dinah,solo,train
498,Chick Corea,pijama/coreac-childrenssong9-unaccompanied-xxxx-kxrc49sp,70.64713541666666,Chick Corea (Solo Piano   Portraits),childrens song,solo,train
499,Hank Jones,pijama/jonesh-myheartstoodstill-unaccompanied-xxxx-90ink3it,154.03385416666666,Hank Jones (SOLO 1976 A Tribute to Duke Ellington),my heart stood still,solo,train
500,Chick Corea,pijama/coreac-childrenssongno-unaccompanied-xxxx-nhh934eo,208.55989583333331,Chick Corea (Plays),childrens song,solo,train
501,McCoy Tyner,pijama/tynerm-effendi-unaccompanied-xxxx-86dpp9of,240.0,McCoy Tyner (Soliloquy),effendi,solo,train
502,Thelonious Monk,jtd/monkt-lizaallthecloudsllroll-pettifordoblakeya-1956-97f12de7,58.959635416666664,Thelonious Monk (The Unique Thelonious Monk),liza,trio,train
503,Bill Evans,jtd/evansb-oneforhelen-gomezemorellm-1975-a8cedfa9,109.98958333333333,Bill Evans (Blue in Green The Concert in Canada),one for helen,trio,train
504,Hank Jones,jtd/jonesh-interface-mrazgwashingtonk-1991-5076deb8,109.98958333333333,Hank Jones (Hank Jones Trio),interface,trio,train
505,Ahmad Jamal,jtd/jamala-oneformiles-nasserjlampkinc-1964-c68f6f7d,160.109375,Ahmad Jamal (Naked City Theme),one for miles,trio,train
506,Bill Evans,jtd/evansb-emily-gomezedejohnettej-1967-49966de1,49.98958333333333,Bill Evans (Another Time  The Hilversum Concert),emily,trio,train
507,Ahmad Jamal,jtd/jamala-dolphindance-nasserjgantf-1971-87cd9343,79.98958333333333,Ahmad Jamal (Freeflight),dolphin dance,trio,train
508,Bill Evans,jtd/evansb-oleo-jonessjoep-1958-0da512cf,48.955729166666664,Bill Evans (Everybody Digs Bill Evans),i got rhythm,trio,train
509,Keith Jarrett,jtd/jarrettk-bouncinwithbud-peacockgdejohnettej-1998-5ee5c7f3,339.9895833333333,Keith Jarrett (After the Fall),bouncin with bud,trio,train
510,Oscar Peterson,jtd/petersono-tonight-brownrthigpene-1960-74a9e6ce,162.5,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),tonight,trio,train
511,Tommy Flanagan,jtd/flanagant-birdsong-bettsksmithj-1978-1b95a78c,139.98958333333331,Tommy Flanagan (Something Borrowed Something Blue),birdsong,trio,train
512,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-3148b6ff,39.01953125,Bill Evans (Consecration),my romance,trio,train
513,McCoy Tyner,jtd/tynerm-naima-mrazgfostera-1997-5439f74b,148.86979166666666,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),naima,trio,train
514,Bill Evans,jtd/evansb-ttttwelvetonetune-gomezemorellm-1971-360d7a67,43.6796875,Bill Evans (The Bill Evans Album),twelve tone tune,trio,train
515,Bill Evans,jtd/evansb-israel-lafarosmotianp-1960-96983faa,79.98958333333333,Bill Evans (Explorations),israel,trio,train
516,Hank Jones,jtd/jonesh-bluemonk-mrazgwashingtonk-1991-c20e31ce,88.00911458333333,Hank Jones (Hank Jones Trio),blue monk,trio,train
517,Oscar Peterson,jtd/petersono-itaintnecessarilyso-brownrthigpene-1964-4f77ab69,109.98958333333333,Oscar Peterson (In Tokyo 1964),it aint necessarily so,trio,train
518,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-8907b003,137.97916666666666,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),bills hit tune,trio,train
519,McCoy Tyner,jtd/tynerm-justintime-sharpeascotta-1989-76744f45,239.98958333333331,McCoy Tyner (Live at Sweet Basil),just in time,trio,train
520,Kenny Drew,jtd/drewk-thisisthemoment-rstedntootiea-1974-46529806,209.98958333333331,Kenny Drew (If You Could See Me Now),this is the moment,trio,train
521,Chick Corea,jtd/coreac-soinlove-patituccijweckld-1989-1c171b01,99.86979166666666,Chick Corea (Chick Corea Akoustic Band),so in love,trio,train
522,Hank Jones,jtd/jonesh-hankyouthank-hintonmrosengardenb-1977-5e637f3b,92.5,Hank Jones (The Trio),hank you thank,trio,train
523,Tommy Flanagan,jtd/flanagant-quietude-lundgaardjnashl-1993-09b83102,128.96875,Tommy Flanagan (Lets Play the Music of Thad Jones),quietude,trio,train
524,Chick Corea,jtd/coreac-stepswhatwas-vitoumhaynesr-1968-d5abc135,209.98958333333331,Chick Corea (Now He Sings Now He Sobs),steps what was,trio,train
525,Tommy Flanagan,jtd/flanagant-birdsong-washingtonpnashl-1997-1538c8eb,206.54947916666666,Tommy Flanagan (Sunset and the Mockingbird),birdsong,trio,train
526,Thelonious Monk,jtd/monkt-illfollowyou-boydnroachm-1950-80a798b9,129.07942708333331,Thelonious Monk (Modern Jazz Archive Thelonious Monk),ill follow you,trio,train
527,Hank Jones,jtd/jonesh-youngnomore-duviviergjacksono-1977-f7d683f6,132.5,Hank Jones (I Remember You),young no more,trio,train
528,John Hicks,jtd/hicksj-daydream-dolphindbrooksc-1997-a1b552e8,149.98958333333331,John Hicks (A Billy Strayhorn Songbook Something to Live For),daydream,trio,train
529,McCoy Tyner,jtd/tynerm-momentsnotice-mrazgfostera-1997-79d34747,139.98958333333331,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),moments notice,trio,train
530,Oscar Peterson,jtd/petersono-thesmudge-brownrthigpene-1965-400c3f7a,189.98958333333331,Oscar Peterson (Eloquence),the smudge,trio,train
531,Kenny Barron,jtd/barronk-forheavenssake-mrazgrileyb-2009-78c604cf,129.98958333333331,Kenny Barron (Minor Blues),for heavens sake,trio,train
532,Ahmad Jamal,jtd/jamala-darnthatdream-crosbyifournierv-1959-0abd7fe6,89.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),darn that dream,trio,train
533,Cedar Walton,jtd/brownr-georgiaonmymind-waltoncjonese-1977-d01386fe,79.98958333333333,Cedar Walton (Something for Lester),georgia on my mind,trio,train
534,Ahmad Jamal,jtd/jamala-stompinatthesavoy-crosbyifournierv-1958-d39b91f2,99.98958333333333,Ahmad Jamal (Ahmads Blues),stompin at the savoy,trio,train
535,Bill Evans,jtd/evansb-emily-gomezemorellm-1969-baa330b7,39.98958333333333,Bill Evans (Autumn Leaves),emily,trio,train
536,Tommy Flanagan,jtd/flanagant-beatsup-washingtonpnashl-1996-9433aca7,129.98958333333331,Tommy Flanagan (Sea Changes),beats up,trio,train
537,McCoy Tyner,jtd/tynerm-hiptoe-sharpeahayesl-1987-d6465c77,139.98958333333331,McCoy Tyner (Live at the Musicans Exchange Cafe),hip toe,trio,train
538,Keith Jarrett,jtd/jarrettk-butchbutch-peacockgdejohnettej-1993-f7a18180,298.0989583333333,Keith Jarrett (Live at Open Theater East),butch butch,trio,train
539,Tommy Flanagan,jtd/flanagant-caravan-bettskdurhamb-1975-98522a11,269.5598958333333,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),caravan,trio,train
540,Kenny Drew,jtd/drewk-summertime-rstednthigpene-1982-acf3f942,82.5,Kenny Drew (The Lullaby),summertime,trio,train
541,Cedar Walton,jtd/waltonc-shortcomings-williamsdhigginsb-1985-fe016ba6,99.54947916666666,Cedar Walton (Cedar),short comings,trio,train
542,Bill Evans,jtd/evansb-twelvetonetune-gomezemorellm-1972-80539732,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 2),twelve tone tune,trio,train
543,John Hicks,jtd/hicksj-itgetsbettereverytime-dolphindbrooksc-1997-43d821cd,88.82942708333333,John Hicks (Nightwind An Erroll Garner Songbook),it gets better everytime,trio,train
544,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-f631ae2a,59.82942708333333,Bill Evans (The Last Waltz),turn out the stars,trio,train
545,Oscar Peterson,jtd/petersono-ongreendolphinstreet-brownrthigpene-1961-940fa118,199.97916666666666,Oscar Peterson (The Sound Of The Trio),green dolphin street,trio,train
546,Kenny Barron,jtd/barronk-stellabystarlight-carterrcobhamb-2003-63b7639c,199.98958333333331,Kenny Barron (Live in Japan 2003),stella by starlight,trio,train
547,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-0ac208d7,37.4296875,Bill Evans (Consecration),my romance,trio,train
548,Cedar Walton,jtd/waltonc-bremondsblues-williamsdcobbj-2005-6e75f0ec,179.43880208333331,Cedar Walton (Midnight Waltz),bremonds blues,trio,train
549,Tommy Flanagan,jtd/flanagant-thebalancedscalesthe-washingtonpnashl-1997-6eb3a13e,27.955729166666664,Tommy Flanagan (Sunset and the Mockingbird),the balanced scales,trio,train
550,Keith Jarrett,jtd/jarrettk-lifebetweentheexitsigns-hadencmotianp-1968-cfe7ec36,149.19921875,Keith Jarrett (Somewhere Before The Atlantic Years 19681975),life between the exit signs,trio,train
551,Oscar Peterson,jtd/petersono-homeagain-brownrthigpene-1960-daeab74d,28.959635416666664,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),home again,trio,train
552,Bill Evans,jtd/evansb-nardis-gomezemorellm-1969-d96b0901,59.98958333333333,Bill Evans (Youre Gonna Hear From Me),nardis,trio,train
553,Cedar Walton,jtd/waltonc-suntoryblues-jonesshigginsb-1974-c4b26116,169.98958333333331,Cedar Walton (Pit Inn),suntory blues,trio,train
554,Bill Evans,jtd/evansb-californiahereicome-gomezejoep-1967-fc6dbef4,88.95963541666666,Bill Evans (California Here I Come),california here i come,trio,train
555,John Hicks,jtd/hicksj-kidsknow-mrazgmuhammadi-1997-19c79eea,118.46875,John Hicks (Newklear Music),kids know,trio,train
556,Teddy Wilson,jtd/wilsont-theduke-holleymdahlandern-1959-c030ff4d,49.98958333333333,Teddy Wilson (And Then They Wrote),duke,trio,train
557,Junior Mance,jtd/mancej-fallinginlovewithlove-bettskwilliamsj-1994-d6eca5e5,149.40885416666666,Junior Mance (Blue Mance),falling in love with love,trio,train
558,Tommy Flanagan,jtd/flanagant-zec-lundgaardjnashl-1993-201e6e60,59.98958333333333,Tommy Flanagan (Lets Play the Music of Thad Jones),zec,trio,train
559,Bill Evans,jtd/evansb-gloriasstep-gomezemorellm-1972-b519428f,128.80989583333331,Bill Evans (Momentum),glorias step,trio,train
560,Abdullah Ibrahim,jtd/ibrahima-forcoltrane-bullockbkunenes-2001-513932e6,72.5,Abdullah Ibrahim (African Magic),for coltrane,trio,train
561,Tommy Flanagan,jtd/flanagant-giantsteps-mrazgfostera-1982-792f8e7a,139.98958333333331,Tommy Flanagan (Giant Steps In Memory of John Coltrane),giant steps,trio,train
562,Tommy Flanagan,jtd/flanagant-fridaythe13th-bettsksmithj-1977-691af139,129.98958333333331,Tommy Flanagan (Something Borrowed Something Blue),friday the 13th,trio,train
563,Thelonious Monk,jtd/monkt-imeanyou-mckibbonablakeya-1971-537d3c05,225.97265625,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),i mean you,trio,train
564,Ahmad Jamal,jtd/jamala-daahoud-heardjisraely-1992-0297e792,39.25,Ahmad Jamal (Chicago Revisited),daahoud,trio,train
565,Ahmad Jamal,jtd/jamala-tranquility-nasserjgantf-1967-4cc954d6,279.9895833333333,Ahmad Jamal (Tranquility),tranquility,trio,train
566,McCoy Tyner,jtd/tynerm-sweetbasilswing-sharpeascotta-1989-b9a2a6f5,119.76953125,McCoy Tyner (Live at Sweet Basil),sweet basil swing,trio,train
567,Bill Evans,jtd/evansb-perisscope-gomezemorellm-1973-0e6c1811,76.96875,Bill Evans (Live In Paris 1972 Vol 3),peris scope,trio,train
568,Ahmad Jamal,jtd/jamala-itcouldhappentoyou-crosbyifournierv-1958-428c7e1e,89.98958333333333,Ahmad Jamal (Ahmads Blues),it could happen to you,trio,train
569,Gene Harris,jtd/brownr-captainbill-harrisgrokerm-1984-55344881,29.989583333333332,Gene Harris (The Best of the Concord Years),captain bill,trio,train
570,Bill Evans,jtd/evansb-beautifullove-johnsonmlabarberaj-1979-afd1a0de,86.80989583333333,Bill Evans (The Paris Concert Edition One),beautiful love,trio,train
571,Oscar Peterson,jtd/petersono-ivegotyouundermy-brownrthigpene-1959-4fa252b6,36.89973958333333,Oscar Peterson (Oscar Peterson Plays the Cole Porter Songbook),ive got you under my skin,trio,train
572,Tommy Flanagan,jtd/flanagant-myshininghour-mrazgkayc-1977-8ae917cc,112.5,Tommy Flanagan (Plays the Music of Harold Arlen),my shining hour,trio,train
573,Kenny Drew,jtd/drewk-mybeautifullady-wrightespecsc-1953-45abb28f,199.609375,Kenny Drew (Kenny Drew and His Progressive Piano),my beautiful lady,trio,train
574,Tommy Flanagan,jtd/flanagant-roughridin-washingtonpnashl-1993-6bd95797,99.98958333333333,Tommy Flanagan (Lady Be Good  for Ella),rough ridin,trio,train
575,Bill Evans,jtd/evansb-songfrommashsuicideis-johnsonmlabarberaj-1980-f99669a6,99.98958333333333,Bill Evans (Consecration),song from mash suicide is painless,trio,train
576,Keith Jarrett,jtd/jarrettk-ithoughtaboutyou-peacockgdejohnettej-1993-340a16bd,39.98958333333333,Keith Jarrett (Live at Open Theater East),i thought about you,trio,train
577,Bill Evans,jtd/evansb-sleepinbee-gomezemorellm-1969-5a2f7f8a,39.98958333333333,Bill Evans (Jazzhouse),sleepin bee,trio,train
578,Ahmad Jamal,jtd/jamala-whatisthisthingcalled-crosbyifournierv-1961-41d8df86,61.979166666666664,Ahmad Jamal (The Complete 1961 Alhambra Performances),what is this thing called love,trio,train
579,Kenny Barron,jtd/barronk-bemshaswing-reidrwaitsf-1984-51c9b63f,198.0,Kenny Barron (New York Attitude),bemsha swing,trio,train
580,Bill Evans,jtd/evansb-five-johnsonmlabarberaj-1980-12482cc1,38.109375,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),five,trio,train
581,McCoy Tyner,jtd/tynerm-willyoustillbemine-sharpeascotta-1989-f77d8793,209.0,McCoy Tyner (Live at Sweet Basil),will you still be mine,trio,train
582,Hank Jones,jtd/jonesh-speaklow-hollanddcopelandk-1989-ff7fa594,59.98958333333333,Hank Jones (Lazy Afternoon),speak low,trio,train
583,Junior Mance,jtd/mancej-intheevening-cranshawbrokerm-1963-fc18d5f4,132.5,Junior Mance (Juniors Blues),in the evening,trio,train
584,McCoy Tyner,jtd/tynerm-lushlife-gomezedejohnettej-1977-f77a8934,149.98958333333331,McCoy Tyner (Supertrios),lush life,trio,train
585,Bill Evans,jtd/evansb-stellabystarlight-gomezemorellm-1969-2892c267,68.359375,Bill Evans (Jazzhouse),stella by starlight,trio,train
586,Hank Jones,jtd/jonesh-worksong-hollanddcopelandk-1989-e3786b39,97.52994791666666,Hank Jones (The Touch),work song,trio,train
587,Hank Jones,jtd/jonesh-moosethemooche-duviviergrileyb-1977-7e5dce4e,169.98958333333331,Hank Jones (Bop Redux  Groovin High),i got rhythm,trio,train
588,Bill Evans,jtd/evansb-whocaniturnto-gomezedejohnettej-1967-d0344842,69.98958333333333,Bill Evans (Another Time  The Hilversum Concert),who can i turn to,trio,train
589,Gene Harris,jtd/brownr-ohladybegood-harrisgrokerm-1984-356c21ac,118.82942708333333,Gene Harris (The Best of the Concord Years),oh lady be good,trio,train
590,Keith Jarrett,jtd/jarrettk-allthethingsyouare-peacockgdejohnettej-1983-540b9c38,129.43880208333331,Keith Jarrett (Standards Volume 1),all the things you are,trio,train
591,Bill Evans,jtd/evansb-midnightmood-johnsonmlabarberaj-1980-00581d7e,57.959635416666664,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),midnight mood,trio,train
592,Ahmad Jamal,jtd/jamala-dancetothelady-heardjisraely-1992-a4cc1801,79.55989583333333,Ahmad Jamal (Chicago Revisited),dance to the lady,trio,train
593,Bill Evans,jtd/evansb-turnoutthestars-gomezemorellm-1972-e755b790,58.96875,Bill Evans (Live In Paris 1972 Vol 1),turn out the stars,trio,train
594,Tommy Flanagan,jtd/flanagant-ohladybegood-washingtonpnashl-1993-225bd06b,159.98958333333331,Tommy Flanagan (Lady Be Good  for Ella),oh lady be good,trio,train
595,Hank Jones,jtd/jonesh-stellabystarlight-mcbrideccobbj-2006-0b84c1a7,39.98958333333333,Hank Jones (West of 5th),stella by starlight,trio,train
596,Bill Evans,jtd/evansb-illseeyouagain-peacockgmotianp-1963-d299fadd,69.66927083333333,Bill Evans (Trio 64),ill see you again,trio,train
597,Keith Jarrett,jtd/jarrettk-fallinginlovewithlove-peacockgdejohnettej-1985-6bfadb79,228.359375,Keith Jarrett (Standards Live),falling in love with love,trio,train
598,Bill Evans,jtd/evansb-allofyou-gomezezigmunde-1974-1324a29e,119.98958333333333,Bill Evans (Complete Fantasy Recordings),all of you,trio,train
599,Keith Jarrett,jtd/jarrettk-autumnleaves-peacockgdejohnettej-1998-1f0361fa,289.9895833333333,Keith Jarrett (After the Fall),autumn leaves,trio,train
600,Ahmad Jamal,jtd/jamala-stellabystarlight-crosbyifournierv-1961-6601943f,126.25911458333333,Ahmad Jamal (The Complete 1961 Alhambra Performances),stella by starlight,trio,train
601,Oscar Peterson,jtd/petersono-rockofages-mrazgpricer-1970-16d02636,117.84895833333333,Oscar Peterson (Two Originals Walking the Line  Another Day),rock of ages,trio,train
602,Junior Mance,jtd/mancej-smokeyblues-cleyndertabrowns-2000-fb32713f,159.98958333333331,Junior Mance (Blues Ballads and a Train),smokey blues,trio,train
603,Oscar Peterson,jtd/petersono-itaintnecessarilyso-brownrthigpene-1959-f7c91834,49.0390625,Oscar Peterson (Oscar Peterson Plays the George Gershwin Songbook),it aint necessarily so,trio,train
